ID,Category,AboutProduct,Price,Reviews,Color,ProdTitle,Stars,Size
AM1989,Beauty,Too Faced - Sun Bunny Natural Bronzer,$30.00 ,19 customer reviews,,Too Faced - Sun Bunny Natural Bronzer,5.0 out of 5 stars, 0.8 ounces 
AM1990,Beauty,"This giftable limited-edition, five-piece bronzing collection is filled with four deluxe-size, bestselling bronzers,,ranging from shimmer to matte finishes, to create bronzing looks for any mood-plus the Cruelty-Free Teddy Bear Hair Flatbuki Brush.,Light up your face with bronzers in every finish, for every season, and any occasion. The four deluxe-size, shimmer to matte bronzers in Chocolate Soleil, Milk Chocolate Soleil, Sun Bunny, and Endless Summer let you brush on a natural-looking glow.,This set contains:  - 4 x 0.32 oz Bronzers in Soleil, Milk Chocolate Soleil, Sun Bunny, Endless Summer,Cruelty-Free Teddy Bear Hair Flatbuki Brush",$41.99 ,3 customer reviews,,Too Faced Bronzer Wardrobe Collection 5-Piece Deluxe Bronzer & Flatbuki Brush Set,5.0 out of 5 stars, 2.7 ounces 
AM1991,Beauty,"Dandelion (.14 oz), Sugarbomb (.21 oz), CORALista (.17 oz),Bella Bamba (.17 oz), Hoola (.17 oz), Rockateur (.17 oz), Watt's up! (.05 oz),Includes mini applicator brush,Limited edition boxed set",$57.00 ,3 customer reviews,,Benefit Cosmetics Cheeky Sweet Spot Box O'Blushes Limited Edition,5.0 out of 5 stars, 11.2 ounces 
AM1992,Beauty,"Bonjour soleil limited edition summer brounceing wardrobe eyes and face make-up palet was launched by the design house of Too Faced,1 piece palette 0.14 ounce chocolate soleil matte bronzer, 0.14 ounce sun bunny natural bronzer, 0.11 ounce snow bunny luminous bronzer, flatbuki brush,It is recommended for casual wear",$41.37 ,18 customer reviews,,Too Faced Bonjour Soleil Limited Edition Summer Brozing Wardrobe Eyes and Face Make Up Palette,4.9 out of 5 stars, 8 ounces 
AM1993,Beauty,"Includes 8 bronzers:,Milk Chocolate Soleil (light/med), Chocolate Soleil (med/deep), Dark Chocoalte Soleil (deep/tan) Bronzer,Snow Bunny Luminous Bronzer, Beach Bunny Custom-Blend Bronzer,Pink Leopard Blushing Bronzer, Sun Bunny Natural Bronzer,Endless Summer 16 Hour Long-Wear Bronzer",$62.00 ,6 customer reviews,,Too Faced - The Little Black Book Of Bronzers Bronzer Collection,4.6 out of 5 stars, 10.4 ounces 
AM1994,,Too Faced - Sun Bunny Natural Bronzer,$54.77 ,,,Too Faced - Sun Bunny Natural Bronzer by Too Faced,,
AM1995,,Too Faced - Sun Bunny Natural Bronzer,$49.77 ,,,Too Faced - Sun Bunny Natural Bronzer by Too Faced Cosmetics,,
AM1996,Beauty,"Create a bronze illuminating glow on the cheeks and decollete with this new Baked Bronzer.,Luxurious satin smooth texture imparts a radiant finish.,Silky formula applies effortlessly.,Hypoallergenic. Paraben free.",$23.99 ,,,"Baked Bronzing Powder - Luxurious Satin Smooth Texture, Hyopallergenic - Fiji",, 2.4 ounces 
AM1997,"Health & Personal Care,Health & Personal Care","This package includes one Smith's Rosebud Salve (0.8 oz), one Smith's Strawberry Lip Balm (0.8 oz), and one Smith's Menthol and Eucalyptus Balm (0.8 oz).,Smith's Rosebud Salve is a miracle in a can! The world famous Rosebud Salve has been a family favorite since 1892. Celebrities love the consistency and emollient texture of this #1 selling lip balm and all purpose salve for chapped lips, dry skin, and minor burns.,Smith's Strawberry Lip Balm is an aromatic lip balm with natural Beeswax and a trade secret blend of strawberry flavor is a favorite of both celebrities and athletes. Strawberry lip balm is as scintillating as strawberry shortcake. Strawberry lip balm protects the lips and skin.,Smith's Menthol and Eucalyptus Balm is a soothing, cooling salve.  Dr. G. F. Smith considered this cooling, soothing salve to be his very best skin preparation. It is aromatic and exhilarating.",$18.99 ,,,Rosebud Perfume Co. Tin 3 Pack: Smith's Rosebud Salve + Smith's Strawberry Lip Balm + Smith's Menthol and Eucalyptus Balm,,
AM1998,Beauty,"Our famous Menthol & Eucalyptus balm is now available in a convenient tube!,This cooling, soothing salve to be his very best skin preparation. It is aromatic and exhilarating.,Perfect pick-me-up for a gloomy day,Camphor, Menthol, Methyl Salicylate, Eucalyptus Globulus (Eucalyptus) Leaf Oil, In a Special Petrolatum Base",$5.47 ,2 customer reviews,,"Rosebud Perfume Company Menthol & Eucalyptus Lip Balm Tube, 0.5 oz",3.5 out of 5 stars, 0.3 ounces 
AM1999,,,$70.88 ,,,(3 Pack) Rosebud Luscious Layers Of Lip Balm - 3 Balms,, 1.1 pounds 
AM2000,,,$136.36 ,,,(6 Pack) Rosebud Luscious Layers Of Lip Balm - 3 Balms,," 2 pounds , 2 pounds "
AM2001,Beauty,,$20.00 ,,,Rosebud Perfume Co. Lip Balm Tube 3 Pack: Mentol & Eucalyptus + Moka Rose + Rose & Mandarin - 0.5 oz. each,,
AM2002,,,$48.77 ,,,MAKE UP FOR EVER 240 Medium Round Shader Brush,,
AM2003,Beauty,"✔ SAVE 50% OR MORE - Stop paying for the name! Before you spend more money on another expensive makeup brush, try Beauty Junkees professional quality makeup brushes and sponges. Our brushes are ½ the price of the brushes we've been compared to. You know - the big, $$$ brands!,✔ BRISTLE PERFECTION - The key to great makeup brushes are the bristles. Our high quality synthetic bristles are soft, yet just the right density to pick up and distribute product evenly, and doesn't splay when you push down hard on it. Applies and blends like a dream! Synthetic bristles use less product to achieve the desired look. You will find yourself asking, ""Where have you been all my life?!"",✔ UNIQUE VERSATILITY - The angled brush is perfect for applying blush. The soft angle deposits just the right amount of pigment to the cheek for either a soft or dramatic look. It's firm enough for perfect blending without pulling. Perfect for stippling, buffing, blending, contouring, and finishing. Get smooth, streak free coverage and touch up perfection every time.,✔ GET A SWEET DEAL - Buy Any 1 Kabuki Brush for $11.97, or get the set of 5 Brushes with a FREE Brush Holder for ONLY $39.97 (Value $84.85). Brush Holder measures 3.5"" DIA X 8.75"" H. This is a limited time offer.,✔ BUY TODAY WITH BEAUTY JUNKEES RISK FREE PROMISE - Buying a good brush online can be a daunting process. Try just one or the set. Be sure to read the follow up emails about how the pros recommend using each brush. Feel free to use different products and makeup techniques and see the difference a pro quality brush can make! If you're not completely satisfied with your purchase, just return it for a no questions asked FULL REFUND!",$11.97 ,"3,257 customer reviews","1 pc Angled Kabuki,Black,1 pc Angled Kabuki,Black,1 pc Angled Kabuki,Black","Blush Brush Angled Kabuki Makeup Brush - Premium Synthetic Contouring Cream, Powder, Mineral Cosmetics",4.7 out of 5 stars, 0.3 ounces 
AM2004,Beauty,Hourglass Retractable Foundation Brush,$75.00 ,,,Hourglass Retractable Foundation Brush,,
AM2005,Beauty,"Inspired by the look of skin bathed in afternoon light, this double-duty set creates a warm glow in in a sleek mirrored compact.,On one side, the ultra-soft Illuminating Bronzing Powder packs a blend of sheer powder and micro-pearls for a seamlessly glowing finish allover the face.,The other side boasts the silky-smooth Shimmer Blush, the perfect way to add a pop of color to the apples of the cheeks.,Color: Telluride/Elvis Duran,Size: .56 oz / 16.1 g",$74.99 ,,,Bobbi Brown Powder Bronzer & Blush Duo - Telluride/Elvis Duran,,
AM2006,Beauty,,$30.00 ,15 customer reviews,"Alabaster,Alabaster,Alabaster","Bobbi Brown Face Touch Up Stick, shade=Alabaster",4.4 out of 5 stars, 1.6 ounces 
AM2007,Beauty,"✔ SAVE 50% OR MORE - Before you spend more money on another expensive makeup brush, try Beauty Junkees professional quality makeup brushes and sponges. Our brushes are ½ the price of the brushes we've been compared to. You know - the big, $$$ brands!,✔ BRISTLE PERFECTION - The key to great makeup brushes are the bristles. The mini Kabuki Brushes are made from high quality synthetic bristles that do not shed. The bristles are soft, yet just the right density to pick up and distribute product effectively. Applies and blends like a dream! You will love how soft the bristles are, and cleaning is a breeze.,✔ UNIQUE VERSATILITY - Sun Spots, Blemishes, Small Imperfections? The mini Flat works great with liquid concealer because the brush is so dense; the liquid goes on your face and not into the bristles. The flat top gives all over, even coverage. The small bristle head is perfect for the hard to reach, yet delicate areas of the face, such as around the eyes, nose and mouth. Get fantastic coverage and touch up perfection every time.,✔ GET A SWEET DEAL - Buy Any 1 mini Kabuki Brush for $9.97, or get the set of 5 Brushes with a FREE Brush Case for ONLY $29.97 (Value $69.97). Brush Case measures 9"" W X 4.5"" H. This is a limited time offer.,✔ BUY TODAY WITH BEAUTY JUNKEES RISK FREE PROMISE - Buying a good brush online can be a daunting process. Try just one or the set. Be sure to read the follow up emails about how the pros recommend using each brush. Feel free to use different products and makeup techniques and see the difference a pro quality brush can make! If you're not completely satisfied with your purchase, just return it for a no questions asked FULL REFUND!",$9.97 ,265 customer reviews,"1 pc mini Flat Kabuki,Black,1 pc mini Flat Kabuki,Black,1 pc mini Flat Kabuki,Black","Concealer Brush: Flat Top Makeup Brush Best for Acne and Undereye Blending for Maximum Coverage (Small, Vegan) - Beauty Junkees",4.6 out of 5 stars, 0.3 ounces 
AM2008,Beauty,"A handy, retractable brush created for flawless foundation application.,Hourglass Retractable Foundation Brush makes your makeup routine convenient. Its luxuriously soft, PETA-approved, Takelon bristles are made from high-grade synthetic fibers to maximize product coverage and avoid potential allergic reactions to animal fur. Get gorgeous on the go with this travel-friendly, cruelty-free must-have.",$36.00 ,1 customer review,,Hourglass Cosmetics Hourglass Cosmetics Brush - Retractable Foundation,5.0 out of 5 stars, 0.3 ounces 
AM2009,Beauty,"Dual-ended brush with applicators for foundation/blush and concealer.,Travel-friendly, retractable brush,Takelon bristles harbor less bacteria than animal hair,Carry everywhere,Easily washed with alcohol or mild soap and water.",$106.20 ,,,Hourglass Double-Ended Complexion Brush,, 1 pounds 
AM2010,,Hourglass Double-Ended Complexion Brush,$101.54 ,,,Hourglass Double-Ended Complexion Brush,,
AM2011,Beauty,Perfect Foundation Brush For all formulas,$24.83 ,55 customer reviews,,Shiseido The Makeup Perfect Foundation Brush For all formulas,4.4 out of 5 stars, 0.6 ounces 
AM2012,Beauty,Shiseido Perfect Foundation Brush 131 with Original Case (Boxed),$29.99 ,1 customer review,,Shiseido Perfect Foundation Brush 131 with Original Case (Boxed),3.0 out of 5 stars, 2.1 ounces 
AM2013,Beauty,"Shiseido Foundation Frush,Part of kit set",$34.37 ,2 customer reviews,,Shiseido Foundation Brush (Quantity of 1),5.0 out of 5 stars,
AM2014,Beauty,"High quality foundation brush from Shiseido Japan,Brush model number: 131,Brush length: 11.5cm/ 4.5in,Made in Japan,Package includes:1x Brush",$20.47 ,9 customer reviews,"Black,Black,Black",Shiseido Hot selling Foundation Face Brash NO131,4.8 out of 5 stars, 0.6 ounces 
AM2015,Beauty,Shiseido - Complexion - Sheer & Perfect Foundation SPF 18 -Sheer & Perfect Foundation SPF 18 - # O40 Natural Fair Ochre 30ml/1oz Shiseido,$37.99 ,2 customer reviews,,Shiseido Sheer and Perfect Foundation SPF 18 - O40 Natural Fair Ochre (BNIB),5.0 out of 5 stars, 2.1 ounces 
AM2016,Beauty,"High quality foundation brush from Shiseido Japan,Brush model number: 131,Brush length: 11.5cm/ 4.5in,Made in Japan,Package includes:1x Brush",$23.69 ,1 customer review,,Shiseido Professional Perfect Foundation Brush 131 #131,5.0 out of 5 stars, 0.3 ounces 
AM2017,Beauty,"Foundation,Size:Base Color 20g Control Color 18g,New,NIB,Box-packed",$19.83 ,,,Shiseido Spotscover Foundation 20g/0.71oz H100: Brighter,, 1.4 ounces 
AM2018,,The Makeup Compact Foundation SPF15 w/ Case - B20 Natural Light Beige - Shiseido - Powder - The Makeup Compact...,$68.00 ,,,The Makeup Compact Foundation SPF15 w/ Case - B20 Natural Light Beige - Shiseido - Powder - The Makeup Compact...,,
AM2019,,,$29.99 ,,,BestOfferBuy Shiseido Professional Perfect Foundation Brush 131 #131 Makeup Japan,,
AM2020,Beauty,"Five-piece dramatic eye collection,Exclusive makeup bag designed by Marc Jacobs,Includes makeup mirror,Inspired by Paris midnight sky",$79.00 ,,,Marc Jacobs Blacquer and Bleu Five-Piece Eye Essentials Collection,, 9.6 ounces 
AM2021,Beauty,"Bite Beauty Agave Lip Mask 99% Natural,Size: 0.52 oz/15 g, full size,A soothing, leave-on lip mask that replenishes moisture in lips.",$38.77 ,16 customer reviews,,Bite Beauty Agave Lip Mask 99% Natural (.52 oz) *SEALED*,4.7 out of 5 stars, 0.3 ounces 
AM2022,Beauty,"SIZE 0.52 oz,COLOR Champagne Pearl - rose gold pearl,An innovative lip mask that revives and rehydrates lips using a bio-active blend of healing antioxidants",$39.00 ,11 customer reviews,,Bite Beauty 99% Natural Agave Lip Mask CHAMPAGNE (.52 oz) *SEALED*,4.3 out of 5 stars, 1.9 ounces 
AM2023,Beauty,"Bite Beauty Smashed Agave Lip Mask,SIZE 0.52 oz,A leave-on lip mask infused with a universal red-wine tint for an instant, reparative glow.",$36.85 ,,,Bite Beauty Smashed Agave Lip Mask,, 0.3 ounces 
AM2024,Beauty,"2 Lush Lip Wipes,1 Whipped Cherry Fruit Scrub,1 BB for Lips ""Tawny"",1 Agave Lip Mask",$35.00 ,1 customer review,,Bite Beauty Lip Love Kit - Limited Edition,1.0 out of 5 stars, 4 ounces 
AM2025,Beauty,"5 Night fix for lips,1 exfoliate whipped cherry scrub stick exfoliant 1.15g,2- hydrate agave lip mask 5g",$31.00 ,1 customer review,,Bite Beauty 5 Night Fix for Lips,5.0 out of 5 stars, 1.9 ounces 
AM2026,Beauty,,$94.33 ,,,The Contour Book the Art of Sculpting + Defining,,
AM2027,Beauty,"Natural fibers,Sweeping and blooming,Use with blushes, bronzers and face color Read more at http://www.bareescentuals.com/Blooming-Blush-Brush/US77059,en_US,pd.html#2Xzpt1FuvxKR2XZr.99",$21.04 ,1 customer review,,Bare Minerals Blooming Blush Brush pcs,2.0 out of 5 stars, 0.3 ounces 
AM2028,,"Bite Beauty Discovery Set,INCLUDES:  - 0.18 oz Agave Lip Mask in Clear (mini size)  - 0.03 oz Line & Define Primer in Clear (mini size)  - 0.031 oz Mini Matte Crème Lip Crayon in Glacé  - 5 x Lush Lip Wipes  - 0.15 oz Luminous Crème Lipstick in Pepper (full size)  - 0.11 oz Lush Fruit Lip Gloss Honey (full size)  - 0.09 oz High Pigment Pencil in Pomegranate (full size)  - Bite mirror,2015 LIMITED EDITION HOLIDAY SET",$81.95 ,,,Bite Beauty Discovery Set,, 1 pounds 
AM2029,Beauty,,$99.54 ,2 customer reviews,,SEPHORA COLLECTION 'Perfect Pink' Brush Set,5.0 out of 5 stars, 8 ounces 
AM2030,Beauty,"Lush Lip Wipes x 2,Whipped Cherry Fruit Scrub x 1,BB for lips with SPF ""Tawny"" x 1,Agave Lip Mask x 1",$42.90 ,,,Bite Beauty Lip Love Ultimate Lip Rescue Kit,, 4 ounces 
AM2031,Beauty,,$12.39 ,"1,130 customer reviews","1 Kit,1 Kit,1 Kit",real Techniques Starter Set,, 3.5 ounces 
AM2032,,"A nine-piece set, including brushes for the face, eyes, and lips.,This complete set contains all the brushes needed to create a full-face look. Each features superb durability and craftsmanship including aluminum ferrules with recycled content and a mixture of high-quality natural and synthetic fibers. The brushes all fit in a pretty pink carrying case, along with your favorite cosmetics, for use anywhere.,This Set Contains:  - Powder Brush  - Angled Blush Brush  - All Over Shadow Brush  - Medium Shadow Brush  - Smudge Brush  - Blending Brush  - Brow Brush  - Angled Liner Brush  - Lip Brush  - 108w x 50d x 185 h mm Travel-friendly clutch",$79.90 ,,,Sephora Collection Perfect Pink Brush Set,,
AM2033,Beauty,"A limited-edition holiday 2013 set of complexion brushes including a powder brush and pointed foundation brush.,Glittery handles make this a great holiday addition to any brush set.,Color : Hot Pink Glitter,This set contains: Powder brush and Tapered foundation brush",$44.11 ,,,Sephora Two Of A Kind Complexion Powder Brush And Pointed Foundation Brush Pink Glitter Holiday 2013 Set,, 3.2 ounces 
AM2034,,"Dual boar travel hair brush (color may vary, blue, pink or purple),Mini capsule eye color brushes,Retractable kabuki brush (color may vary, black or purple)",$38.50 ,,,Sephora Collection Makeup and Hair Travel Brushes Set,, 4.8 ounces 
AM2035,"Beauty,Beauty,Beauty","Nail cleaner, nail clippers, cuticle pusher, nail file, tweezers,Nail scissors, toe nail clippers, cuticle trimmers and a nail organizer.,Zip up purse which contains 8 necessary manicure pedicure tools for nails .,Great manicure pedicure set in an elegant cosmetics travel bag.,Use with SHANY nail art set and Nail art brushes to get the best results",$9.95 ,"25 customer reviews,25 customer reviews,25 customer reviews","Bon Voyage,4.4 Ounce,Bon Voyage,4.4 Ounce,Bon Voyage,4.4 Ounce,Bon Voyage,4.4 Ounce,Bon Voyage,4.4 Ounce,Bon Voyage,4.4 Ounce,Bon Voyage,4.4 Ounce,Bon Voyage,4.4 Ounce,Bon Voyage,4.4 Ounce","SHANY 8 In 1 Manicure/Pedicure Kit with Pink Case Steel Bon Voyage, 4.4 Ounce","3.5 out of 5 stars,3.5 out of 5 stars,3.5 out of 5 stars"," 2.4 ounces , 2.4 ounces , 2.4 ounces "
AM2036,,"Brand new and high quality designed by a makeup artist and made from durable wood and synthetic fibers to last a lifetime,Roll up soft sided carrying case stores and protects with ease,Essential makeup brushes - Perfect for liquids, powders or creams.,Silky Soft. Makes Applying Makeup a Luxurious Experience,Thea Goddess Collection has been committed to makeup brushes ---Your beauty is our responsibility and mission. Making women look gorgeous is our only goal. With this high quality Makeup Brush Set you will be able to create your personal picture perfect look every day.",$69.99 ,,,Thea Goddess Collection Professional 11 pc Makeup Brush Set,, 10.4 ounces 
AM2037,Beauty,"A travel-size quartet with all you need for a brow quick-fix, right at your fingertips.,This set contains: - Mini slant tweezer  - Mini browmousse  - Mini eyenhance highlighter pencil  - Mini brow shaping brush  - Storage case,This four-piece set helps create perfectly defined, head-turning brows in no time. The hot pink, award-winning mini slant tweezer features stellar quality and expert precision, allowing you to grab every hair. Browmousse coaxes brows to stay in place all day long with a superior clear-gel formula that styles as it shapes and dries to a light, invisible, flawless-looking finish. The mini Eyenhance highlighter pencil highlights the area underneath the brow. Its feminine, universally flattering champagne hue glides on smoothly with a hint of shimmer and blends for a lasting, eye-opening finish. The mini brow shaping brush is specially designed with thick, nylon bristles. It helps to shape brows and keep them clean, healthy, and flake-free",$54.50 ,,,Sephora Collection Mini Brow Rescue Kit,, 13 ounces 
AM2038,Beauty,"A sparkling, three-piece, on-the-go brush set stored in a glittery pouch.,Limited-Edition 2013 Holiday,This set contains:,- Small Powder Brush  - Shadow Brush,- Flat Liner Brush  - Glitter Storage Pouch",$12.90 ,,,"Sephora Sparklers 3-Piece On-The-Go Brush Set, Holiday 2013",, 0.3 ounces 
AM2039,"Beauty,Beauty,Beauty",,$24.00 ,"30 customer reviews,30 customer reviews,30 customer reviews","Melon Vinyl,Melon Vinyl,Melon Vinyl,Melon Vinyl,Melon Vinyl,Melon Vinyl",stila Stay All Day Vinyl Lip Gloss,"3.7 out of 5 stars,3.7 out of 5 stars,3.7 out of 5 stars"," 0.3 ounces , 0.3 ounces , 0.3 ounces "
AM2040,"Beauty,Beauty,Beauty",,$24.00 ,"30 customer reviews,30 customer reviews,30 customer reviews","Fuchsia Vinyl,Fuchsia Vinyl,Fuchsia Vinyl,Fuchsia Vinyl,Fuchsia Vinyl,Fuchsia Vinyl",stila Stay All Day Vinyl Lip Gloss,"3.7 out of 5 stars,3.7 out of 5 stars,3.7 out of 5 stars"," 0.3 ounces , 0.3 ounces , 0.3 ounces "
AM2041,"Beauty,Beauty,Beauty",,$24.00 ,"30 customer reviews,30 customer reviews,30 customer reviews","Hot Pink Vinyl,Hot Pink Vinyl,Hot Pink Vinyl,Hot Pink Vinyl,Hot Pink Vinyl,Hot Pink Vinyl",stila Stay All Day Vinyl Lip Gloss,"3.7 out of 5 stars,3.7 out of 5 stars,3.7 out of 5 stars"," 0.8 ounces , 0.8 ounces , 0.8 ounces "
AM2042,Beauty,barbados in a box,$34.37 ,68 customer reviews,,Benefit Cosmetics Hoola,4.3 out of 5 stars, 0.6 ounces 
AM2043,Beauty,"Benefit HOOLA Powder Matte Bronzer and HOOLA Ultra Plush Lip Gloss Set,- (1) HOOLA Powder Matte Bronzer (3.0g/0.1 oz - Mini) and (1) HOOLA Ultra Plush Lip Gloss (6.5ml/0.22fl oz - Mini),Guaranteed 100% Authentic!,Note: Marked ""not for individual sale"".",$14.84 ,,,Benefit HOOLA Powder Matte Bronzer and HOOLA Ultra Plush Lip Gloss Set (mini),,
AM2044,Beauty,"Full Size Details  8.0 g Net wt. 0.28 oz.,Award Winning Bronzing Powder,Pure Matte Color,Gives a Natural Looking ""Tan"",Includes a Soft Natural Bristle Brush",$37.77 ,35 customer reviews,,Benefit Cosmetics Hoola Bronzing Powder,4.7 out of 5 stars, 0.3 ounces 
AM2045,Beauty,"Benefit Cosmetics Do the Hoola Beyond Bronze Kit,- 0.23 oz dew the hoola liquid bronze (mini size),- 0.1 oz They're real! mascara in Black (mini size),- 0.05 Benebalm (mini size) - 0.22 oz Ultra plus lip gloss in hoola (mini size),- 0.1 oz hoola bronzing powder (mini size) - Tips and Tricks",$49.85 ,,,Benefit Cosmetics Do the Hoola Beyond Bronze Kit,, 1 pounds 
AM2046,,"A limited-edition holiday 2013 sparkling, three-piece, on-the-go brush set stored in a glittery pouch.,This set includes three sparkling brushes for applying powder, liner, or shadow for the perfect holiday look,Color : Hot Pink glitter,This set contains: Small Powder Brush, Shadow Brush, Flat Liner Brush & Glitter Storage Pouch,Makes a great gift!",$20.00 ,,,Sephora Sparklers 3-Piece Brush Set & Glittery Pouch Limited-Edition Holiday 2013,,
AM2047,Beauty,"golden bronze complexion highlighter,Start with hoola, our award-winning matte bronzer, then apply sun beam for a brilliant golden finish. You'll look sexy & sunkissed!",$35.00 ,17 customer reviews,,Benefit Cosmetics sun beam,4.4 out of 5 stars, 9.6 ounces 
AM2048,"Beauty,Beauty,Beauty",,$24.00 ,"30 customer reviews,30 customer reviews,30 customer reviews","Merlot Vinyl,Merlot Vinyl,Merlot Vinyl,Merlot Vinyl,Merlot Vinyl,Merlot Vinyl",stila Stay All Day Vinyl Lip Gloss,"3.7 out of 5 stars,3.7 out of 5 stars,3.7 out of 5 stars"," 0.3 ounces , 0.3 ounces , 0.3 ounces "
AM2049,"Beauty,Beauty,Beauty",,$24.00 ,"30 customer reviews,30 customer reviews,30 customer reviews","Nude Vinyl,Nude Vinyl,Nude Vinyl,Nude Vinyl,Nude Vinyl,Nude Vinyl",stila Stay All Day Vinyl Lip Gloss,"3.7 out of 5 stars,3.7 out of 5 stars,3.7 out of 5 stars"," 0.3 ounces , 0.3 ounces , 0.3 ounces "
AM2050,"Beauty,Beauty,Beauty",,$24.00 ,"30 customer reviews,30 customer reviews,30 customer reviews","Scarlet Vinyl,Scarlet Vinyl,Scarlet Vinyl,Scarlet Vinyl,Scarlet Vinyl,Scarlet Vinyl",stila Stay All Day Vinyl Lip Gloss,"3.7 out of 5 stars,3.7 out of 5 stars,3.7 out of 5 stars"," 0.8 ounces , 0.8 ounces , 0.8 ounces "
AM2051,Beauty,TARTE Amazonian Clay Volumizing Brow Powder (Blonde),$41.90 ,2 customer reviews,,TARTE Amazonian Clay Volumizing Brow Powder (Blonde),5.0 out of 5 stars,
AM2052,"Beauty,Beauty,Beauty",,$24.00 ,"30 customer reviews,30 customer reviews,30 customer reviews","Terracotta Vinyl,Terracotta Vinyl,Terracotta Vinyl,Terracotta Vinyl,Terracotta Vinyl,Terracotta Vinyl",stila Stay All Day Vinyl Lip Gloss,"3.7 out of 5 stars,3.7 out of 5 stars,3.7 out of 5 stars"," 0.3 ounces , 0.3 ounces , 0.3 ounces "
AM2053,Beauty,2.8 g / 0.10 oz,$37.00 ,2 customer reviews,,Tarte Amazonian Clay Volumizing Brow & Hair Powder - Rich Brown,5.0 out of 5 stars, 1.6 ounces 
AM2054,"Beauty,Beauty,Beauty",,$24.00 ,"30 customer reviews,30 customer reviews,30 customer reviews","Poppy Vinyl,Poppy Vinyl,Poppy Vinyl,Poppy Vinyl,Poppy Vinyl,Poppy Vinyl",stila Stay All Day Vinyl Lip Gloss,"3.7 out of 5 stars,3.7 out of 5 stars,3.7 out of 5 stars"," 0.3 ounces , 0.3 ounces , 0.3 ounces "
AM2055,Beauty,bareMinerals READY Eyeshadow 8.0 The Power of Neutrals by Bare Escentuals,$31.51 ,1 customer review,,bareMinerals READY Eyeshadow 8.0 The Power of Neutrals by Bare Escentuals,3.0 out of 5 stars, 2.4 ounces 
AM2056,Beauty,,$39.49 ,,,bareMinerals READYTM 8.0 Power Neutrals,,
AM2057,Beauty,"Yves Saint Laurent Le Teint Encre De Peau Fusion Ink Foundation,SPF 18,25ml / 0.84oz.,Shade #B30 (Almond)",$84.97 ,,,YSL Le Teint Encre De Peau Fusion Ink Foundation Spf 18 Octinoxate Sunscreen 25ml/0.84oz. #B30 (Almond),,
AM2058,Beauty,"Yves Saint Laurent Le Teint Encre De Peau Fusion Ink Foundation,SPF 18,25ml / 0.84oz.,Shade #B20 (Ivory)",$60.00 ,,,YSL Le Teint Encre De Peau Fusion Ink Foundation Spf 18 Octinoxate Sunscreen 25ml/0.84oz. #B20 (Ivory),,
AM2059,Beauty,"Yves Saint Laurent Le Teint Encre De Peau Fusion Ink Foundation,SPF 18,25ml / 0.84oz.,#BR20 (Cool Ivory)",$60.00 ,,,YSL Le Teint Encre De Peau Fusion Ink Foundation Spf 18 Octinoxate Sunscreen 25ml/0.84oz. #BR20 (Cool Ivory),,
AM2060,Beauty,"Yves Saint Laurent Le Teint Encre De Peau Fusion Ink Foundation,SPF 18,25ml / 0.84oz.,Shade #BD50 (Warm Honey)",$76.00 ,,,YSL Le Teint Encre De Peau Fusion Ink Foundation Spf 18 Octinoxate Sunscreen 25ml/0.84oz. #BD50 (Warm Honey),,
AM2061,Beauty,"Yves Saint Laurent Le Teint Encre De Peau Fusion Ink Foundation,SPF 18,25ml / 0.84oz.,Shade #BD40 (Warm Sand)",$60.00 ,,,YSL Le Teint Encre De Peau Fusion Ink Foundation Spf 18 Octinoxate Sunscreen 25ml/0.84oz. #BD40 (Warm Sand),,
AM2062,Beauty,"Brand:	 ***** CLINIQUE ****,Form:	 ** CHUBBY STICK ** MOISTURIZING LIP COLUR BALM **,Shade:	 ****** # 05 CHUNKY CHERRY ****,Product Type:	 ***** LIPSTICK *****",$19.79 ,6 customer reviews,,"Clinique Chubby Stick Moisturizing Lip Colour Balm, #05 Chunky Cherry",4.6 out of 5 stars, 1.4 ounces 
AM2063,Beauty,"Super-nourishing balm is loaded with mango and shea butters, just what dry, delicate lips need to feel comfortably soft and smooth.,Natural-looking lip tints in all, each with a subtle sheen.,Duo Pack (0.04 oz X 2 = 0.08 oz / 2.4 g)",$17.50 ,1 customer review,,Clinique Chubby Stick Moisturizing Lip Colour Balm - 05 Chunky Cherry - Duo Pack (0.04 oz X 2 = 0.08 oz / 2.4 g),5.0 out of 5 stars, 2.7 ounces 
AM2064,"Health & Personal Care,Health & Personal Care","Lot of 2 Clinique Chubby Stick Moisturizing Lip Color Balm,Size: .04 oz/1.2g (Travel Size),Shade #01 Curviest Caramel and Shade #06 Roomiest Rose,Guaranteed 100% Authentic!",$19.99 ,"14 customer reviews,14 customer reviews",,Lot of 2 Clinique Chubby Stick Intense Moisturizing Lip Colour Balm Travel Size (2 Pcs),"3.7 out of 5 stars,3.7 out of 5 stars"," 1.6 ounces , 1.6 ounces "
AM2065,Beauty,"Lot of 2 Clinique Chubby Stick Moisturizing Lip Color Balm,Size: .04 oz/1.2g (Travel Size),Shade #05 chunky cherry and Shade #07 super strawberry,unbox",$19.99 ,,,Lot of 2 Clinique Chubby Stick Moisturizing Lip Colour Balm Travel Size (2 Pcs),,
