#key=_id
#ltable=POINTER
#rtable=POINTER
#foreign_key_ltable=ltable.ID
#foreign_key_rtable=rtable.ID
_id,ltable.ID,rtable.ID,director_director_jac_qgm_3_qgm_3,director_director_cos_dlm_dc0_dlm_dc0,director_director_jac_dlm_dc0_dlm_dc0,director_director_mel,director_director_lev,director_director_nmw,director_director_sw,director_director_swg,gold_label
115.0,646.0,1759.0,0.25,0.5,0.333333333333,0.6,0.384615384615,0.727272748947,0.600000023842,0.600000023842,0.0
354.0,2602.0,1269.0,0.941176470588,1.0,1.0,1.0,0.947368421053,1.0,1.0,1.0,1.0
51.0,248.0,1951.0,0.210526315789,0.5,0.333333333333,0.476923076923,0.571428571429,0.807692289352,0.461538463831,0.476923078299,0.0
198.0,1141.0,994.0,0.933333333333,1.0,1.0,1.0,0.941176470588,1.0,1.0,1.0,1.0
130.0,730.0,2714.0,0.142857142857,0.408248275518,0.25,0.454545454545,0.352941176471,0.53125,0.454545468092,0.454545468092,0.0
182.0,1014.0,1737.0,0.888888888889,1.0,1.0,1.0,0.909090909091,1.0,1.0,1.0,1.0
331.0,2328.0,701.0,0.875,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
251.0,1600.0,1980.0,0.9,1.0,1.0,1.0,0.916666666667,1.0,1.0,1.0,1.0
20.0,105.0,1862.0,0.888888888889,1.0,1.0,1.0,0.909090909091,1.0,1.0,1.0,1.0
31.0,167.0,773.0,0.9375,1.0,1.0,1.0,0.944444444444,1.0,1.0,1.0,1.0
34.0,175.0,155.0,0.95,1.0,1.0,1.0,0.954545454545,1.0,1.0,1.0,1.0
199.0,1143.0,509.0,0.772727272727,0.666666686535,0.5,0.96,0.925925925926,0.961538434029,0.980000019073,0.959999978542,1.0
394.0,2982.0,1224.0,0.875,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
183.0,1020.0,1350.0,0.928571428571,1.0,1.0,1.0,0.9375,1.0,1.0,1.0,1.0
315.0,2206.0,1574.0,0.190476190476,0.5,0.333333333333,0.428571428571,0.4,0.714285731316,0.428571432829,0.428571432829,0.0
389.0,2959.0,1751.0,0.888888888889,1.0,1.0,1.0,0.909090909091,1.0,1.0,1.0,1.0
72.0,388.0,1171.0,0.941176470588,1.0,1.0,1.0,0.947368421053,1.0,1.0,1.0,1.0
162.0,881.0,1432.0,0.9,1.0,1.0,1.0,0.916666666667,1.0,1.0,1.0,1.0
363.0,2723.0,1357.0,0.208333333333,0.5,0.333333333333,0.538461538462,0.368421052632,0.552631616592,0.538461565971,0.538461565971,0.0
56.0,282.0,785.0,0.352941176471,0.5,0.333333333333,0.727272727273,0.533333333333,0.66666662693,0.727272748947,0.727272748947,0.0
327.0,2287.0,1068.0,0.944444444444,1.0,1.0,1.0,0.95,1.0,1.0,1.0,1.0
74.0,409.0,364.0,0.909090909091,1.0,1.0,1.0,0.923076923077,1.0,1.0,1.0,1.0
14.0,82.0,649.0,0.916666666667,1.0,1.0,1.0,0.928571428571,1.0,1.0,1.0,1.0
370.0,2801.0,338.0,0.2,0.5,0.333333333333,0.566666666667,0.466666666667,0.66666662693,0.5,0.566666662693,0.0
238.0,1480.0,2559.0,0.25,0.5,0.333333333333,0.563636363636,0.416666666667,0.70833337307,0.54545456171,0.54545456171,0.0
314.0,2206.0,385.0,0.25,0.5,0.333333333333,0.666666666667,0.4,0.535714268684,0.666666686535,0.666666686535,0.0
159.0,861.0,203.0,0.916666666667,1.0,1.0,1.0,0.928571428571,1.0,1.0,1.0,1.0
3.0,36.0,549.0,0.933333333333,1.0,1.0,1.0,0.941176470588,1.0,1.0,1.0,1.0
369.0,2793.0,825.0,0.333333333333,0.353553384542,0.2,1.0,0.379310344828,0.517857134342,1.0,1.0,1.0
119.0,677.0,2447.0,0.25,0.5,0.333333333333,0.6,0.5,0.75,0.54545456171,0.600000023842,0.0
71.0,368.0,1845.0,0.25,0.5,0.333333333333,0.581818181818,0.538461538462,0.75,0.54545456171,0.581818163395,0.0
232.0,1435.0,1034.0,0.928571428571,1.0,1.0,1.0,0.9375,1.0,1.0,1.0,1.0
269.0,1776.0,2961.0,0.923076923077,1.0,1.0,1.0,0.933333333333,1.0,1.0,1.0,1.0
266.0,1744.0,2380.0,0.444444444444,0.5,0.333333333333,0.733333333333,0.5,0.566666662693,0.600000023842,0.626666665077,1.0
1.0,5.0,61.0,0.909090909091,1.0,1.0,1.0,0.923076923077,1.0,1.0,1.0,1.0
242.0,1526.0,1088.0,0.909090909091,1.0,1.0,1.0,0.923076923077,1.0,1.0,1.0,1.0
169.0,926.0,760.0,0.941176470588,1.0,1.0,1.0,0.947368421053,1.0,1.0,1.0,1.0
66.0,341.0,1654.0,0.941176470588,1.0,1.0,1.0,0.947368421053,1.0,1.0,1.0,1.0
133.0,743.0,566.0,0.933333333333,1.0,1.0,1.0,0.941176470588,1.0,1.0,1.0,0.0
106.0,584.0,548.0,0.266666666667,0.5,0.333333333333,0.545454545455,0.583333333333,0.772727251053,0.54545456171,0.636363625526,0.0
93.0,479.0,2559.0,0.222222222222,0.5,0.333333333333,0.5,0.428571428571,0.692307710648,0.5,0.5,0.0
336.0,2468.0,1260.0,0.357142857143,0.5,0.333333333333,0.7,0.538461538462,0.70833337307,0.699999988079,0.699999988079,0.0
80.0,445.0,618.0,0.933333333333,1.0,1.0,1.0,0.941176470588,1.0,1.0,1.0,1.0
193.0,1131.0,1301.0,0.909090909091,1.0,1.0,1.0,0.923076923077,1.0,1.0,1.0,1.0
225.0,1388.0,2620.0,0.8,0.577350258827,0.4,0.965517241379,0.935483870968,0.966666638851,0.982758641243,0.965517222881,0.0
361.0,2666.0,2051.0,0.888888888889,1.0,1.0,1.0,0.909090909091,1.0,1.0,1.0,1.0
186.0,1048.0,328.0,0.9,1.0,1.0,1.0,0.916666666667,1.0,1.0,1.0,1.0
151.0,826.0,504.0,0.703703703704,0.288675129414,0.166666666667,0.5,0.230769230769,0.519999980927,0.5,0.5,1.0
