#key=_id
#ltable=POINTER
#rtable=POINTER
#foreign_key_ltable=ltable.id
#foreign_key_rtable=rtable.id
_id,ltable.id,rtable.id,ltable.authors,ltable.title,ltable.venue,ltable.year,rtable.authors,rtable.title,rtable.venue,rtable.year,gold
87,conf/sigmod/PeiMHZ00,336572,"Hua Zhu, Kan Hu, Jian Pei, Runying Mao",Towards Data Mining Benchmarking: A Testbed for Performance Study of Frequent Pattern Mining,SIGMOD Conference,2000,"Jian Pei, Runying Mao, Kan Hu, Hua Zhu",Towards data mining benchmarking: a test bed for performance study of frequent pattern mining,International Conference on Management of Data,2000,1
88,conf/sigmod/PhanN02,564783,"Jessica M. Phan, Raymond T. Ng",GEA: a toolkit for gene expression analysis,SIGMOD Conference,2002,"Jessica M. Phan, Raymond Ng",GEA: a toolkit for gene expression analysis,International Conference on Management of Data,2002,1
89,conf/sigmod/PiatkoYLS96,280352,"Dao-I Lin, Peter Piatko, Roman Yangarber, Dennis Shasha",Thinksheet: A Tool for Tailoring Complex Documents,SIGMOD Conference,1996,"Peter Piatko, Roman Yangarber, Daoi Lin, Dennis Shasha",Thinksheet: a tool for tailoring complex documents,International Conference on Management of Data,1996,1
90,conf/sigmod/ProcopiucJAM02,564739,"Michael Jones, Pankaj K. Agarwal, T. M. Murali, Cecilia Magdalena Procopiuc",A Monte Carlo algorithm for fast projective clustering,SIGMOD Conference,2002,"Cecilia M. Procopiuc, Michael Jones, Pankaj K. Agarwal, T. M. Murali",A Monte Carlo algorithm for fast projective clustering,International Conference on Management of Data,2002,1
91,conf/sigmod/QuassW97,253352,"Jennifer Widom, Dallan Quass",On-Line Warehouse View Maintenance,SIGMOD Conference,1997,"Dallan Quass, Jennifer Widom",On-line warehouse view maintenance,International Conference on Management of Data,1997,1
92,conf/sigmod/RaoR00,335449,"Kenneth A. Ross, Jun Rao",Making B+-Trees Cache Conscious in Main Memory,SIGMOD Conference,2000,"Jun Rao, Kenneth A. Ross",Making B+- trees cache conscious in main memory,International Conference on Management of Data,2000,1
93,conf/sigmod/RaoR00,671362,"Kenneth A. Ross, Jun Rao",Making B+-Trees Cache Conscious in Main Memory,SIGMOD Conference,2000,"Jun Rao, Kenneth A. Ross",Cache Conscious Indexing for Decision-Support in Main Memory,Very Large Data Bases,1999,0
94,conf/sigmod/RothAHCCFSTW96,765565,"Manish Arya, Mary Tork Roth, Laura M. Haas, Joachim Thomas II, Michael J. Carey, Edward L. Wimmers, Peter M. Schwarz, William F. Cody, Ronald Fagin",The Garlic Project,SIGMOD Conference,1996,"Thomas A. Mueck, Martin L. Polaschek",A configurable type hierarchy index for OODB,The VLDB Journal  The International Journal on Very Large Data Bases,1997,0
95,conf/sigmod/RundensteinerWYD02,219769,"Elke A. Rundensteiner, Punit R. Doshi, Jing Yang, Matthew O. Ward",XmdvTool: visual interactive data exploration and trend discovery of high-dimensional data sets,SIGMOD Conference,2002,"P. Drew, B. Hamidzadeh, K. Karlapalem, A. Kean, D. Lee, Q. Li, F. Lochovsky, C. D. Shum, B. Wuthrich",Data and knowledge base research at Hong Kong University of Science and Technology,ACM SIGMOD Record,1995,0
96,conf/sigmod/SalemBCL00,335393,"Kevin S. Beyer, Roberta Cochrane, Kenneth Salem, Bruce G. Lindsay",How To Roll a Join: Asynchronous Incremental View Maintenance,SIGMOD Conference,2000,"Kenneth Salem, Kevin Beyer, Bruce Lindsay, Roberta Cochrane",How to roll a join: asynchronous incremental view maintenance,International Conference on Management of Data,2000,0
97,conf/sigmod/SchusterW01,375739,"Ran Wolff, Assaf Schuster",Communication Efficient Distributed Mining of Association Rules,SIGMOD Conference,2001,"Michael Stonebraker, Joseph M. Hellerstein",Content integration for e-business,International Conference on Management of Data,2001,0
98,conf/sigmod/ShashaB02,564799,"Dennis Shasha, Philippe Bonnet","Database tuning: principles, experiments, and troubleshooting techniques (part II)",SIGMOD Conference,2002,"Dennis Shasha, Philippe Bonnet","Database tuning: principles, experiments, and troubleshooting techniques (part II)",International Conference on Management of Data,2002,1
99,conf/sigmod/SrikantA96,233311,"Ramakrishnan Srikant, Rakesh Agrawal",Mining Quantitative Association Rules in Large Relational Tables,SIGMOD Conference,1996,"Ramakrishnan Srikant, Rakesh Agrawal",Mining quantitative association rules in large relational tables,International Conference on Management of Data,1996,1
100,conf/sigmod/SubramanianV98,253397,"Shivakumar Venkataraman, Subbu N. Subramanian",Cost-Based Optimization of Decision Support Queries Using Transient Views,SIGMOD Conference,1998,"Frdric Gingras, Laks V. S. Lakshmanan, Iyer N. Subramanian, Despina Papoulis, Nematollaah Shiri",Languages for multi-database interoperability,International Conference on Management of Data,1997,0
101,conf/sigmod/Team95a,223898,Paradise Team,Paradise: A Database System for GIS Applications,SIGMOD Conference,1995,CORPORATE The Paradise Team,Paradise: a database system for GIS applications,International Conference on Management of Data,1995,0
102,conf/sigmod/VingralekBW94,191889,"Yuri Breitbart, Gerhard Weikum, Radek Vingralek",Distributed File Organization with Scalable Cost/Performance,SIGMOD Conference,1994,"Radek Vingralek, Yuri Breitbart, Gerhard Weikum",Distributed file organization with scalable cost/performance,International Conference on Management of Data,1994,1
103,conf/sigmod/VossenW99,304586,"Mathias Weske, Gottfried Vossen",The WASA2 Object-Oriented Workflow Management System,SIGMOD Conference,1999,"Gottfried Vossen, Mathias Weske",The WASA2 object-oriented workflow management system,International Conference on Management of Data,1999,1
104,conf/sigmod/WaasG00,335451,"Csar A. Galindo-Legaria, Florian Waas","Counting, Enumerating, and Sampling of Execution Plans in a Cost-Based Query Optimizer",SIGMOD Conference,2000,"Florian Waas, Csar Galindo-Legaria","Counting, enumerating, and sampling of execution plans in a cost-based query optimizer",International Conference on Management of Data,2000,1
105,conf/sigmod/WangSSZZW00,764206,"Kaizhong Zhang, Qicheng Ma, Jason Tsong-Li Wang, Xinhuan Zheng, Xiong Wang, Dennis Shasha, Zasha Weinberg, Bruce A. Shapiro",An Approximate Search Engine for Structural Databases,SIGMOD Conference,2000,"Zachary G. Ives, A. Y. Halevy, D. S. Weld",An XML query engine for network-bound data,The VLDB Journal  The International Journal on Very Large Data Bases,2002,0
106,conf/sigmod/WangZS95,223900,"Kaizhong Zhang, Dennis Shasha, Jason Tsong-Li Wang","Pattern Matching and Pattern Discovery in Scientific, Program, and Document Databases",SIGMOD Conference,1995,"Jason T. L. Wang, Kaizhong Zhang, Dennis Shasha","Pattern matching and pattern discovery in scientific, program, and document databases",International Conference on Management of Data,1995,1
107,conf/sigmod/WilschutFA95,775455,"Jan Flokstra, Annita N. Wilschut, Peter M. G. Apers",Parallel Evaluation of Multi-Join Queries,SIGMOD Conference,1995,"V. S. Verykios, G. V. Moustakides, M. G. Elfeky",A Bayesian decision model for cost optimal record matching,The VLDB Journal  The International Journal on Very Large Data Bases,2003,0
108,conf/sigmod/WolfsonSXZC99,671355,"Jutai Zhou, Ouri Wolfson, Sam Chamberlain, A. Prasad Sistla, Bo Xu",DOMINO: Databases fOr MovINg Objects tracking,SIGMOD Conference,1999,"Jianzhong Li, Doron Rotem, Jaideep Srivastava",Aggregation Algorithms for Very Large Compressed Data Warehouses,Very Large Data Bases,1999,0
109,conf/sigmod/Wu99,304202,Ming-Chuan Wu,Query Optimization for Selections Using Bitmaps,SIGMOD Conference,1999,Ming-Chuan Wu,Query optimization for selections using bitmaps,International Conference on Management of Data,1999,1
110,conf/sigmod/YangM97,253361,"Rene J. Miller, Yuping Yang",Association Rules over Interval Data,SIGMOD Conference,1997,"R. J. Miller, Y. Yang",Association rules over interval data,International Conference on Management of Data,1997,1
111,conf/sigmod/YerneniLGU99,304221,"Chen Li, Ramana Yerneni, Jeffrey D. Ullman, Hector Garcia-Molina",Computing Capabilities of Mediators,SIGMOD Conference,1999,"Ramana Yerneni, Chen Li, Hector Garcia-Molina, Jeffrey Ullman",Computing capabilities of mediators,International Conference on Management of Data,1999,1
112,conf/sigmod/ZhouWGGZWXYF03,872860,"Xueqing Gong, Kun Yue, Aoying Zhou, Zhimao Guo, Jianchang Xiao, Wenfei Fan, Hongwei Wu, Qing Wang, Shihui Zheng",TREX: DTD-Conforming XML to XML Transformations,SIGMOD Conference,2003,"Aoying Zhou, Qing Wang, Zhimao Guo, Xueqing Gong, Shihui Zheng, Hongwei Wu, Jianchang Xiao, Kun Yue, Wenfei Fan",TREX: DTD-conforming XML to XML transformations,International Conference on Management of Data,2003,1
113,conf/sigmod/ZhuSZ03,872866,"Yunyue Zhu, Xiaojian Zhao, Dennis Shasha",Query by Humming - in Action with its Technology Revealed,SIGMOD Conference,2003,"Yunyue Zhu, Dennis Shasha, Xiaojian Zhao",Query by humming: in action with its technology revealed,International Conference on Management of Data,2003,1
114,conf/vldb/AcharyaFZ96,673323,"Swarup Acharya, Stanley B. Zdonik, Michael J. Franklin",Disseminating Updates on Broadcast Disks,VLDB,1996,"Swarup Acharya, Michael J. Franklin, Stanley B. Zdonik",Disseminating Updates on Broadcast Disks,Very Large Data Bases,1996,0
115,conf/vldb/AgrawalCN00,671701,"Surajit Chaudhuri, Sanjay Agrawal, Vivek R. Narasayya",Automated Selection of Materialized Views and Indexes in SQL Databases,VLDB,2000,"Sanjay Agrawal, Surajit Chaudhuri, Vivek R. Narasayya",Automated Selection of Materialized Views and Indexes in SQL Databases,Very Large Data Bases,2000,1
116,conf/vldb/AilamakiDHW99,290602,"David A. Wood, Mark D. Hill, David J. DeWitt, Anastassia Ailamaki",DBMSs on a Modern Processor: Where Does Time Go?,VLDB,1999,"Kimberly Keeton, David A. Patterson, Joseph M. Hellerstein",A case for intelligent disks (IDISKs),ACM SIGMOD Record,1998,0
117,conf/vldb/AlonsoHST97,671020,"Claus Hagen, Hans-Jrg Schek, Gustavo Alonso, Markus Tresch",Distributed Processing over Stand-alone Systems and Applications,VLDB,1997,"Gustavo Alonso, Claus Hagen, Hans-Jrg Schek, Markus Tresch",Distributed Processing over Stand-alone Systems and Applications,Very Large Data Bases,1997,1
118,conf/vldb/Amer-YahiaFSX03,262763,"Sihem Amer-Yahia, Mary F. Fernandez, Yu Xu, Divesh Srivastava",Phrase Matching in XML,VLDB,2003,"Mary Fernandez, Daniela Florescu, Alon Levy, Dan Suciu",A query language for a Web-site management system,ACM SIGMOD Record,1997,0
119,conf/vldb/AmmannJR95,249981,"Paul Ammann, Indrakshi Ray, Sushil Jajodia",Using Formal Methods to Reason about Semantics-Based Decompositions of Transactions,VLDB,1995,"Paul Ammann, Sushil Jajodia, Indrakshi Ray",Applying formal methods to semantic-based decomposition of transactions,ACM Transactions on Database Systems (TODS),1997,0
120,conf/vldb/AmmannJR95,673164,"Paul Ammann, Indrakshi Ray, Sushil Jajodia",Using Formal Methods to Reason about Semantics-Based Decompositions of Transactions,VLDB,1995,"Paul Ammann, Sushil Jajodia, Indrakshi Ray",Using Formal Methods to Reason about Semantics-Based Decompositions of Transactions,Very Large Data Bases,1995,1
121,conf/vldb/AmsalegFG95,673302,"Laurent Amsaleg, Olivier Gruber, Michael J. Franklin",Efficient Incremental Garbage Collection for Client-Server Object Database Systems,VLDB,1995,"Laurent Amsaleg, Michael J. Franklin, Olivier Gruber",Efficient Incremental Garbage Collection for Client-Server Object Database Systems,Very Large Data Bases,1995,1
122,conf/vldb/AmsalegFG95,765549,"Laurent Amsaleg, Olivier Gruber, Michael J. Franklin",Efficient Incremental Garbage Collection for Client-Server Object Database Systems,VLDB,1995,"M. P. Papazoglou, B. J. Krmer",A database model for object dynamics,The VLDB Journal  The International Journal on Very Large Data Bases,1997,0
123,conf/vldb/AnandBH94,191930,"John G. Hughes, David A. Bell, Sarabjot S. Anand",An Empirical Performance Study of the Ingres Search Accelerator for a Large Property Management Database System,VLDB,1994,"Dean Daniels, Lip Boon Doo, Alan Downing, Curtis Elsbernd, Gary Hallmark, Sandeep Jain, Bob Jenkins, Peter Lim, Gordon Smith, Benny Souder, Jim Stamos",Oracle's symmetric replication technology and implications for application design,International Conference on Management of Data,1994,0
124,conf/vldb/AnandBH94,223814,"John G. Hughes, David A. Bell, Sarabjot S. Anand",An Empirical Performance Study of the Ingres Search Accelerator for a Large Property Management Database System,VLDB,1994,"Seth J. White, David J. DeWitt",Implementing crash recovery in QuickStore: a performance study,International Conference on Management of Data,1995,0
125,conf/vldb/AnandBH94,233334,"John G. Hughes, David A. Bell, Sarabjot S. Anand",An Empirical Performance Study of the Ingres Search Accelerator for a Large Property Management Database System,VLDB,1994,"Sudhir G. Rao, Antonio Badia, Dirk van Gucht",Providing better support for a class of decision support queries,International Conference on Management of Data,1996,0
126,conf/vldb/AnandBH94,564771,"John G. Hughes, David A. Bell, Sarabjot S. Anand",An Empirical Performance Study of the Ingres Search Accelerator for a Large Property Management Database System,VLDB,1994,"Li Chen, Elke A. Rundensteiner, Song Wang",XCache: a semantic caching system for XML queries,International Conference on Management of Data,2002,0
127,conf/vldb/AnandBH94,672210,"John G. Hughes, David A. Bell, Sarabjot S. Anand",An Empirical Performance Study of the Ingres Search Accelerator for a Large Property Management Database System,VLDB,1994,"John Catozzi, Sorana Rabinovici",Operating System Extensions for the Teradata Parallel VLDB,Very Large Data Bases,2001,0
128,conf/vldb/AnandBH94,872846,"John G. Hughes, David A. Bell, Sarabjot S. Anand",An Empirical Performance Study of the Ingres Search Accelerator for a Large Property Management Database System,VLDB,1994,"David T. Liu, Michael J. Franklin, Devesh Parekh",GridDB: a relational interface for the grid,International Conference on Management of Data,2003,0
129,conf/vldb/Atal96,673322,Sanket Atal,The XPS Approach to Loading and Unloading Terabyte Databases,VLDB,1996,Sanket Atal,The XPS Approach to Loading and Unloading Terabyte Databases,Very Large Data Bases,1996,1
130,conf/vldb/BalminHKPSW03,872774,"Tianqiu Wang, Yannis Papakonstantinou, Nick Koudas, Vagelis Hristidis, Andrey Balmin, Divesh Srivastava",A System for Keyword Proximity Search on XML Databases,VLDB,2003,"Haixun Wang, Sanghyun Park, Wei Fan, Philip S. Yu",ViST: a dynamic index method for querying XML data by tree structures,International Conference on Management of Data,2003,0
131,conf/vldb/BalminPP00,672016,"Thanos Papadimitriou, Andrey Balmin, Yannis Papakonstantinou",Hypothetical Queries in an OLAP Environment,VLDB,2000,"Andrey Balmin, Thanos Papadimitriou, Yannis Papakonstantinou",Hypothetical Queries in an OLAP Environment,Very Large Data Bases,2000,1
132,conf/vldb/BaralisW94,673002,"Jennifer Widom, Elena Baralis",An Algebraic Approach to Rule Analysis in Expert Database Systems,VLDB,1994,"Elena Baralis, Jennifer Widom",An Algebraic Approach to Rule Analysis in Expert Database Systems,Very Large Data Bases,1994,1
133,conf/vldb/BargaP95,253342,"Roger S. Barga, Calton Pu",A Practical and Modular Implementation of Extended Transaction Models,VLDB,1995,"Jignesh Patel, JieBing Yu, Navin Kabra, Kristin Tufte, Biswadeep Nag, Josef Burger, Nancy Hall, Karthikeyan Ramasamy, Roger Lueder, Curt Ellmann, Jim Kupsch, Shelly Guo, Johan Larson, David De Witt, Jeffrey Naughton","Building a scaleable geo-spatial DBMS: technology, implementation, and evaluation",International Conference on Management of Data,1997,0
134,conf/vldb/BaulierBGJGKKMMNNRSS98,223866,"P. P. S. Narayan, S. Joshi, M. Nemeth, Abraham Silberschatz, Henry F. Korth, A. Khivesera, Jerry Baulier, S. Sudarshan, Philip Bohannon, Peter McIlroy, J. Miller, S. Gogate, Rajeev Rastogi, C. Gupta",DataBlitz: A High Performance Main-Memory Storage Manager,VLDB,1998,"Yuh-Ming Shyy, H. Stephen Au-Yeung, C. P. Chou",VERSANT replication: supporting fault-tolerant object databases,International Conference on Management of Data,1995,0
135,conf/vldb/BaulierBKS98,381881,"Henry F. Korth, Jerry Baulier, Abraham Silberschatz, Stephen Blott",A Database System for Real-Time Event Aggregation in Telecommunication,VLDB,1998,"S. F. Andler, J. Hansson, J. Eriksson, J. Mellin, M. Berndtsson, B. Eftring",DeeDS towards a distributed and active real-time database system,ACM SIGMOD Record,1996,0
136,conf/vldb/BaumgartnerFG01a,672362,"Sergio Flesca, Robert Baumgartner, Georg Gottlob",Supervised Wrapper Generation with Lixto,VLDB,2001,"Alexandros Labrinidis, Nick Roussopoulos",Update Propagation Strategies for Improving the Quality of Data on the Web,Very Large Data Bases,2001,0
137,conf/vldb/BelloDDFNSWZ98,671335,"Randall G. Bello, William D. Norcott, Mohamed Ziauddin, Harry Sun, Karl Dias, Alan Downing, James J. Feenan Jr., Andrew Witkowski, James L. Finnerty",Materialized Views in Oracle,VLDB,1998,"Randall G. Bello, Karl Dias, Alan Downing, James J. Feenan, Jr., James L. Finnerty, William D. Norcott, Harry Sun, Andrew Witkowski, Mohamed Ziauddin",Materialized Views in Oracle,Very Large Data Bases,1998,0
138,conf/vldb/BeneventanoBCCGMMV00,375764,"Michele Melchiori, Silvana Castano, G. Malvezzi, Domenico Beneventano, R. Guidetti, Alberto Corni, Sonia Bergamaschi, Maurizio Vincini",Information Integration: The MOMIS Project Demonstration,VLDB,2000,"Elisa Bertino, Silvana Castano, Elena Ferrari",Securing XML documents: the author-X project demonstration,International Conference on Management of Data,2001,0
139,conf/vldb/BerckenS96,673480,"Jochen Van den Bercken, Bernhard Seeger",Query Processing Techniques for Multiversion Access Methods,VLDB,1996,"Jochen Van den Bercken, Bernhard Seeger",Query Processing Techniques for Multiversion Access Methods,Very Large Data Bases,1996,1
140,conf/vldb/BerckenSW97,671016,"Bernhard Seeger, Peter Widmayer, Jochen Van den Bercken",A Generic Approach to Bulk Loading Multidimensional Index Structures,VLDB,1997,"Jochen Van den Bercken, Bernhard Seeger, Peter Widmayer",A Generic Approach to Bulk Loading Multidimensional Index Structures,Very Large Data Bases,1997,1
141,conf/vldb/BernsteinHJRW00,507344,"Gio Wiederhold, Erhard Rahm, Matthias Jarke, Laura M. Haas, Philip A. Bernstein",Panel: Is Generic Metadata Management Feasible?,VLDB,2000,"M. Cilia, A. P. Buchmann",An active functionality service for e-business applications,ACM SIGMOD Record,2002,0
142,conf/vldb/BliujuteJSS98,671339,"Simonas Saltenis, Christian S. Jensen, Giedrius Slivinskas, Rasa Bliujute",R-Tree Based Indexing of Now-Relative Bitemporal Data,VLDB,1998,"Rasa Bliujute, Christian S. Jensen, Simonas Saltenis, Giedrius Slivinskas",R-Tree Based Indexing of Now-Relative Bitemporal Data,Very Large Data Bases,1998,1
143,conf/vldb/BlokWZPAKJ01,672989,"Peter M. G. Apers, Milan Petkovic, Roelof van Zwol, Menzo Windhouwer, Henk Ernst Blok, Martin L. Kersten, Willem Jonker",Flexible and scalable digital library search,VLDB,2001,"M. Ouzzani, M. A. Atroun, N. L. Belkhodja",A Top-Down Approach for Two Level Serializability,Very Large Data Bases,1994,0
144,conf/vldb/Blum99,671348,Adam Blum,Microsoft English Query 7.5: Automatic Extraction of Semantics from Relational Databases and OLAP Cubes,VLDB,1999,Adam Blum,Microsoft English Query 7.5: Automatic Extraction of Semantics from Relational Databases and OLAP Cubes,Very Large Data Bases,1999,1
145,conf/vldb/BohannonLRSSS97,253406,"S. Seshadri, Rajeev Rastogi, Abraham Silberschatz, Philip Bohannon, Dennis W. Leinbaugh, S. Sudarshan",Logical and Physical Versioning in Main Memory Databases,VLDB,1997,"Jason Tsong-Li Wang, Dennis Shasha, George J. S. Chang, Liam Relihan, Kaizhong Zhang, Girish Patel",Structural matching and discovery in document databases,International Conference on Management of Data,1997,0
146,conf/vldb/BohlenSS96,377665,"Michael D. Soo, Richard T. Snodgrass, Michael H. Bhlen",Coalescing in Temporal Databases,VLDB,1996,"Michael H. Bhlen, Christian S. Jensen, Richard Thomas Snodgrass",Temporal statement modifiers,ACM Transactions on Database Systems (TODS),2000,0
147,conf/vldb/BohmMSW01,672198,"Michael Mlivoncic, Roger Weber, Klemens Bhm, Hans-Jrg Schek",Fast Evaluation Techniques for Complex Similarity Queries,VLDB,2001,"Klemens Bhm, Michael Mlivoncic, Hans-Jrg Schek, Roger Weber",Fast Evaluation Techniques for Complex Similarity Queries,Very Large Data Bases,2001,1
148,conf/vldb/BonczMK99,310066,"Stefan Manegold, Peter A. Boncz, Martin L. Kersten",Database Architecture Optimized for the New Bottleneck: Memory Access,VLDB,1999,"Mark Roantree, John Murphy, Wilhelm Hasselbring",The OASIS multidatabase prototype,ACM SIGMOD Record,1999,0
149,conf/vldb/BonczMK99,672966,"Stefan Manegold, Peter A. Boncz, Martin L. Kersten",Database Architecture Optimized for the New Bottleneck: Memory Access,VLDB,1999,"Sarabjot S. Anand, David A. Bell, John G. Hughes",An Empirical Performance Study of the Ingres Search Accelerator for a Large Property Management Database System,Very Large Data Bases,1994,0
150,conf/vldb/BouganimFV96,765804,"Luc Bouganim, Daniela Florescu, Patrick Valduriez",Dynamic Load Balancing in Hierarchical Parallel Database Systems,VLDB,1996,"Yuh-Ming Shyy, Javier Arroyo, Stanley Y.W. Su, Herman Lam",The design and implementation of K: a high-level knowledge-base programming language of OSAM*.KBMS,The VLDB Journal  The International Journal on Very Large Data Bases,1996,0
151,conf/vldb/BouganimP02,601871,"Philippe Pucheral, Luc Bouganim",Chip-Secured Data Access: Confidential Data on Untrusted Servers,VLDB,2002,Marianne Winslett,"Hector Garcia-Molina speaks out: regarding startups, how life is getting harder, delta papers, CS in Mexico, life as a department chair, and more",ACM SIGMOD Record,2002,0
152,conf/vldb/BouguettayaEMO01,672201,"Ahmed K. Elmagarmid, Athman Bouguettaya, Mourad Ouzzani, Brahim Medjahed",Ontology-based Support for Digital Government,VLDB,2001,"Athman Bouguettaya, Ahmed K. Elmagarmid, Brahim Medjahed, M. Ouzzani",Ontology-based Support for Digital Government,Very Large Data Bases,2001,1
153,conf/vldb/BunemanDHOW95,950485,"Susan B. Davidson, Limsoon Wong, Kyle Hart, Peter Buneman, G. Christian Overton",A Data Transformation System for Biological Data Sources,VLDB,1995,"Daniel J. Abadi, Don Carney, Ugur etintemel, Mitch Cherniack, Christian Convey, Sangdon Lee, Michael Stonebraker, Nesime Tatbul, Stan Zdonik",Aurora: a new model and architecture for data stream management,The VLDB Journal  The International Journal on Very Large Data Bases,2003,0
154,conf/vldb/CabreraRH95,673308,"Robert Rees, Luis-Felipe Cabrera, Wayne Hineman",Applying Database Technology in the ADSM Mass Storage System,VLDB,1995,"Luis-Felipe Cabrera, Robert Rees, Wayne Hineman",Applying Database Technology in the ADSM Mass Storage System,Very Large Data Bases,1995,1
155,conf/vldb/Carey00,671700,Michael J. Carey,"Toto, We're Not in Kansas Anymore: On Transitioning from Research to the Real (Invited Industrial Talk)",VLDB,2000,Michael J. Carey,"Toto, We're Not in Kansas Anymore: On Transitioning from Research to the Real (Invited Industrial Talk)",Very Large Data Bases,2000,1
156,conf/vldb/CareyCNVDRSM99,671522,"Bennet Vance, Richard Swagerman, Michael J. Carey, Srinivasa Narayanan, Nelson Mendona Mattos, Donald D. Chamberlin, Doug Doole, Serge Rielau","O-O, What Have They Done to DB2?",VLDB,1999,"Michael J. Carey, Donald D. Chamberlin, Srinivasa Narayanan, Bennet Vance, Doug Doole, Serge Rielau, Richard Swagerman, Nelson Mendona Mattos","O-O, What Have They Done to DB2?",Very Large Data Bases,1999,0
157,conf/vldb/CareyHMW96,381878,"Laura M. Haas, Michael J. Carey, Vivekananda Maganty, John H. Williams",PESTO : An Integrated Query/Browser for Object Databases,VLDB,1996,"Kwei-Jay Lin, Ching-Shan Peng",Enhancing external consistency in real-time transactions,ACM SIGMOD Record,1996,0
158,conf/vldb/CarinoJ98,671030,"Mark Jahnke, Felipe Cario",Bank of America Case Study: The Information Currency Advantage,VLDB,1998,"Felipe Cario, Mark Jahnke",Bank of America Case Study: The Information Currency Advantage,Very Large Data Bases,1998,1
159,conf/vldb/ChakrabartiGRS00,564733,"Kyuseok Shim, Kaushik Chakrabarti, Minos N. Garofalakis, Rajeev Rastogi",Approximate Query Processing Using Wavelets,VLDB,2000,"Neoklis Polyzotis, Minos Garofalakis",Statistical synopses for graph-structured XML databases,International Conference on Management of Data,2002,0
160,conf/vldb/ChaudhuriS96,872831,"Surajit Chaudhuri, Kyuseok Shim",Optimization of Queries with User-defined Predicates,VLDB,1996,"Surajit Chaudhuri, Raghav Kaushik, Jeffrey F. Naughton",On relational support for XML publishing: beyond sorting and tagging,International Conference on Management of Data,2003,0
161,conf/vldb/CherniackFZ01,673132,"Mitch Cherniack, Stanley B. Zdonik, Michael J. Franklin",Data Management for Pervasive Computing,VLDB,2001,"Paul Brown, Michael Stonebraker",BigSur: A System For the Management of Earth Science Data,Very Large Data Bases,1995,0
162,conf/vldb/ChoN02,564753,"Alexandros Ntoulas, Junghoo Cho",Effective Change Detection Using Sampling,VLDB,2002,"Peter Bumbulis, Ivan T. Bowman",A compact B-tree,International Conference on Management of Data,2002,0
163,conf/vldb/ChoenniV00,672008,Sunil Choenni,Design and Implementation of a Genetic-Based Algorithm for Data Mining,VLDB,2000,Sunil Choenni,Design and Implementation of a Genetic-Based Algorithm for Data Mining,Very Large Data Bases,2000,1
164,conf/vldb/CooperSFHS01,950486,"Brian Cooper, Gsli R. Hjaltason, Michael J. Franklin, Neal Sample, Moshe Shadmon",A Fast Index for Semistructured Data,VLDB,2001,"Sirish Chandrasekaran, Michael J. Franklin",PSoup: a system for streaming queries over streaming data,The VLDB Journal  The International Journal on Very Large Data Bases,2003,0
165,conf/vldb/CuiW01,375745,"Yingwei Cui, Jennifer Widom",Lineage Tracing for General Data Warehouse Transformations,VLDB,2001,Reed M. Meseck,"Data management: lasting impact on wild, wild, web",International Conference on Management of Data,2001,0
166,conf/vldb/DarmontS99,671361,"Michel Schneider, Jrme Darmont",VOODB: A Generic Discrete-Event Random Simulation Model To Evaluate the Performances of OODBs,VLDB,1999,"Jrme Darmont, Michel Schneider",VOODB: A Generic Discrete-Event Random Simulation Model To Evaluate the Performances of OODBs,Very Large Data Bases,1999,1
167,conf/vldb/Dasgupta96,671857,A. R. Dasgupta,Large Databases for Remote Sensing and GIS,VLDB,1996,"Meridith A. Lane, James L. Edwards, Ebbe Nielsen","Biodiversity Informatics: The Challenge of Rapid Development, Large Databases, and Complex Data (Keynote)",Very Large Data Bases,2000,0
168,conf/vldb/DattaDTVRF01,872832,"Anindya Datta, Kaushik Dutta, Helen M. Thomas, Debra E. VanderMeer, Krithi Ramamritham, Dan Fishman",A Comparative Study of Alternative Middle Tier Caching Solutions to Support Dynamic Web Content Acceleration,VLDB,2001,"David DeHaan, David Toman, Mariano P. Consens, M. Tamer zsu",A comprehensive XQuery to SQL translation using dynamic interval encoding,International Conference on Management of Data,2003,0
169,conf/vldb/DattaRT99,219730,"Helen M. Thomas, Krithi Ramamritham, Anindya Datta",Curio: A Novel Solution for Efficient Storage and Indexing in Data Warehouses,VLDB,1999,"Brian D. Noble, M. Satyanarayanan",A research status report on adaptation for mobile data access,ACM SIGMOD Record,1995,0
170,conf/vldb/DeenJNNW00,602302,"Shamkant B. Navathe, Erich J. Neuhold, Gio Wiederhold, Anant Jhingran, S. Misbah Deen",A 20/20 Vision of the VLDB-2020?,VLDB,2000,Kenneth A. Ross,Reminiscences on Influential Papers,ACM SIGMOD Record,2000,0
171,conf/vldb/DyresonBJ99,671672,"Curtis E. Dyreson, Michael H. Bhlen, Christian S. Jensen",Capturing and Querying Multiple Aspects of Semistructured Data,VLDB,1999,"Curtis E. Dyreson, Michael H. Bhlen, Christian S. Jensen",Capturing and Querying Multiple Aspects of Semistructured Data,Very Large Data Bases,1999,1
172,conf/vldb/EsterKSWX98,673132,"Xiaowei Xu, Michael Wimmer, Jrg Sander, Martin Ester, Hans-Peter Kriegel",Incremental Clustering for Mining in a Data Warehousing Environment,VLDB,1998,"Paul Brown, Michael Stonebraker",BigSur: A System For the Management of Earth Science Data,Very Large Data Bases,1995,0
