#key=_id
#ltable=POINTER
#rtable=POINTER
#foreign_key_ltable=ltable.id
#foreign_key_rtable=rtable.id
_id,ltable.id,rtable.id,ltable.authors,ltable.title,ltable.venue,ltable.year,rtable.authors,rtable.title,rtable.venue,rtable.year,gold
81,conf/sigmod/LeeKC99,671524,"Deok-Hwan Kim, Ju-Hong Lee, Chin-Wan Chung",Multi-dimensional Selectivity Estimation Using Compressed Histogram Information,SIGMOD Conference,1999,"Stefano Ceri, Piero Fraternali, Stefano Paraboschi","Data-Driven, One-To-One Web Site Generation for Data-Intensive Applications",Very Large Data Bases,1999,0
82,conf/sigmod/Levine95,673140,Charles Levine,Order-of-Magnitude Advantage of TPC-C Though Massive Parallelism,SIGMOD Conference,1995,Gilles Fecteau,Managing a DB2 Parallel Edition Database,Very Large Data Bases,1995,0
83,conf/sigmod/LiskovACDGGMMS96,233346,"Atul Adya, Liuba Shrira, Miguel Castro, Robert Gruber, Andrew C. Myers, Barbara Liskov, Umesh Maheshwari, Sanjay Ghemawat, Mark Day",Safe and Efficient Sharing of Persistent Objects in Thor,SIGMOD Conference,1996,"B. Liskov, A. Adya, M. Castro, S. Ghemawat, R. Gruber, U. Maheshwari, A. C. Myers, M. Day, L. Shrira",Safe and efficient sharing of persistent objects in Thor,International Conference on Management of Data,1996,1
84,conf/sigmod/LometW98,276345,"David B. Lomet, Gerhard Weikum",Efficient and Transparent Application Recovery in Client-Server Information Systems,SIGMOD Conference,1998,"David Lomet, Gerhard Weikum",Efficient transparent application recovery in client-server information systems,International Conference on Management of Data,1998,1
85,conf/sigmod/MaddenFHH03,872787,"Samuel Madden, Wei Hong, Joseph M. Hellerstein, Michael J. Franklin",The Design of an Acquisitional Query Processor For Sensor Networks,SIGMOD Conference,2003,"Saar Cohen, Yossi Matias",Spectral bloom filters,International Conference on Management of Data,2003,0
86,conf/sigmod/MaddenSHR02,564698,"Samuel Madden, Mehul A. Shah, Vijayshankar Raman, Joseph M. Hellerstein",Continuously adaptive continuous queries over streams,SIGMOD Conference,2002,"Samuel Madden, Mehul Shah, Joseph M. Hellerstein, Vijayshankar Raman",Continuously adaptive continuous queries over streams,International Conference on Management of Data,2002,1
87,conf/sigmod/MaddenSHR02,565118,"Samuel Madden, Mehul A. Shah, Vijayshankar Raman, Joseph M. Hellerstein",Continuously adaptive continuous queries over streams,SIGMOD Conference,2002,Avigdor Gal,Articles,ACM SIGMOD Record,2002,0
88,conf/sigmod/MaddenSHR02,641273,"Samuel Madden, Mehul A. Shah, Vijayshankar Raman, Joseph M. Hellerstein",Continuously adaptive continuous queries over streams,SIGMOD Conference,2002,"Vincent Aguilera, Sophie Cluet, Tova Milo, Pierangelo Veltri, Dan Vodislav",Views in a large-scale XML repository,The VLDB Journal — The International Journal on Very Large Data Bases,2002,0
89,conf/sigmod/MarklL02,564766,"Volker Markl, Guy M. Lohman",Learning table access cardinalities with LEO,SIGMOD Conference,2002,"Volker Markl, Guy Lohman",Learning table access cardinalities with LEO,International Conference on Management of Data,2002,1
90,conf/sigmod/MoonWH02,564735,"Kyu-Young Whang, Yang-Sae Moon, Wook-Shin Han",General match: a subsequence matching method in time-series databases based on generalized windows,SIGMOD Conference,2002,"Yang-Sae Moon, Kyu-Young Whang, Wook-Shin Han",General match: a subsequence matching method in time-series databases based on generalized windows,International Conference on Management of Data,2002,1
91,conf/sigmod/NaumanS98,671330,"Ray Suorsa, John Nauman","Developing a High Traffic, Read-Only Web Site",SIGMOD Conference,1998,"Johannes Gehrke, Raghu Ramakrishnan, Venkatesh Ganti",RainForest - A Framework for Fast Decision Tree Construction of Large Datasets,Very Large Data Bases,1998,0
92,conf/sigmod/Nori00,335474,Anil Nori,Application Architecture: 2Tier or 3Tier? What is DBMS's Role? (Panel Abstract),SIGMOD Conference,2000,Anil K. Nori,Application architecture (panel session): 2Tier or 3Tier? What is DBMS's role?,International Conference on Management of Data,2000,1
93,conf/sigmod/OConnellISWABCCLPWW96,233321,"C. Watson, G. Linderman, Euthimios Panagos, T. Walters, Ion Tim Ieong, Alexandros Biliris, J. Wang, S. Choo, David Schrader, P. Colin, William O'Connell, Grace Au",A Content-Based Multimedia Server for Massively Parallel Architectures,SIGMOD Conference,1996,"W. O'Connell, I. T. Ieong, D. Schrader, C. Watson, G. Au, A. Biliris, S. Choo, P. Colin, G. Linderman, E. Panagos, J. Wang, T. Walter",A Teradata content-based multimedia object manager for massively parallel architectures,International Conference on Management of Data,1996,1
94,conf/sigmod/OhHP00,335436,"Kien A. Hua, Jung-Hwan Oh",Efficient and Cost-effective Techniques for Browsing and Indexing Large Video Databases,SIGMOD Conference,2000,"JungHwan Oh, Kien A. Hua",Efficient and cost-effective techniques for browsing and indexing large video databases,International Conference on Management of Data,2000,1
95,conf/sigmod/OhHP00,335479,"Kien A. Hua, Jung-Hwan Oh",Efficient and Cost-effective Techniques for Browsing and Indexing Large Video Databases,SIGMOD Conference,2000,Avigdor Gal,"Data management in eCommerce (tutorial session): the good, the bad, and the ugly",International Conference on Management of Data,2000,0
96,conf/sigmod/ParkKKLPC98,277629,"Ki Hong Kim, Yong Sik Kwon, Sang Kyun Cha, Jang Ho Park, Byoung Dae Park, Sangho Lee",Xmas: An Extensible Main-Memory Storage System for High-Performance Applications,SIGMOD Conference,1998,"Sharad Mehrotra, Rajeev Rastogi, Henry F. Korth, Abraham Silberschatz",Ensuring consistency in multidatabases by preserving two-level serializability,ACM Transactions on Database Systems (TODS),1998,0
97,conf/sigmod/PatelD96,232801,"David J. DeWitt, Jignesh M. Patel",Partition Based Spatial-Merge Join,SIGMOD Conference,1996,"Shahram Ghandeharizadeh, Richard Hull, Dean Jacobs",Heraclitus: elevating deltas to be first-class citizens in a database programming language,ACM Transactions on Database Systems (TODS),1996,0
98,conf/sigmod/PossSKL02,564759,"Bryan Smith, Meikel Pss, Lubor Kollr, Per-ke Larson","TPC-DS, taking decision support benchmarking to the next level",SIGMOD Conference,2002,"Meikel Poess, Bryan Smith, Lubor Kollar, Paul Larson","TPC-DS, taking decision support benchmarking to the next level",International Conference on Management of Data,2002,1
99,conf/sigmod/RajagopalanML98,276342,"Bruce G. Lindsay, Gurmeet Singh Manku, Sridhar Rajagopalan",Approximate Medians and other Quantiles in One Pass and with Limited Memory,SIGMOD Conference,1998,"Gurmeet Singh Manku, Sridhar Rajagopalan, Bruce G. Lindsay",Approximate medians and other quantiles in one pass and with limited memory,International Conference on Management of Data,1998,1
100,conf/sigmod/Ramanan02,564726,Prakash Ramanan,Efficient algorithms for minimizing tree pattern queries,SIGMOD Conference,2002,Prakash Ramanan,Efficient algorithms for minimizing tree pattern queries,International Conference on Management of Data,2002,1
101,conf/sigmod/RinfretOO01,373705,"Elizabeth J. O'Neil, Denis Rinfret, Patrick E. O'Neil",Bit-Sliced Index Arithmetic,SIGMOD Conference,2001,"David Carmel, Yoelle Maarek, Aya Soffer",XML and information retrieval: a SIGIR 2000 workshop,ACM SIGMOD Record,2001,0
102,conf/sigmod/Rodriguez-Martinez00,336575,"Manuel Rodriguez-Martinez, Joseph JJ, John M. McGann, Nick Roussopoulos, Zhexuan Song, Stephen Kelley, Vadim Katz",MOCHA: A Database Middleware System Featuring Automatic Deployment of Application-Specific Functionality,SIGMOD Conference,2000,"Manuel Rodríguez-Martínez, Nick Roussopoulos, John M. McGann, Stephen Kelley, Vadim Katz, Zhexuan Song, Joseph JáJá",MOCHA: a database middleware system featuring automatic deployment of application-specific functionality,International Conference on Management of Data,2000,1
103,conf/sigmod/SagonasSW94,191927,"David Scott Warren, Konstantinos F. Sagonas, Terrance Swift",XSB as an Efficient Deductive Database Engine,SIGMOD Conference,1994,"Konstantinos Sagonas, Terrance Swift, David S. Warren",XSB as an efficient deductive database engine,International Conference on Management of Data,1994,1
104,conf/sigmod/SchusterW01,375728,"Ran Wolff, Assaf Schuster",Communication Efficient Distributed Mining of Association Rules,SIGMOD Conference,2001,"Assaf Schuster, Ran Wolff",Communication-efficient distributed mining of association rules,International Conference on Management of Data,2001,1
105,conf/sigmod/SchusterW01,767139,"Ran Wolff, Assaf Schuster",Communication Efficient Distributed Mining of Association Rules,SIGMOD Conference,2001,"German Shegalov, Michael Gillmann, Gerhard Weikum",XML-enabled workflow management for e-services across heterogeneous platforms,The VLDB Journal — The International Journal on Very Large Data Bases,2001,0
106,conf/sigmod/Seshadri99,304226,Praveen Seshadri,"``Honey, I Shrunk the DBMS'': Footprint, Mobility, and Beyond (Panel)",SIGMOD Conference,1999,Praveen Seshadri,"Honey, I shrunk the database: footprint, mobility, and beyond",International Conference on Management of Data,1999,1
107,conf/sigmod/Seshadri99,671357,Praveen Seshadri,"``Honey, I Shrunk the DBMS'': Footprint, Mobility, and Beyond (Panel)",SIGMOD Conference,1999,"Qi Cheng, Jarek Gryz, Fred Koo, T. Y. Cliff Leung, Linqi Liu, Xiaoyan Qian, K. Bernhard Schiefer",Implementation of Two Semantic Query Optimization Techniques in DB2 Universal Database,Very Large Data Bases,1999,0
108,conf/sigmod/SeshadriP97,253408,"Praveen Seshadri, Mark Paskin",PREDATOR: An OR-DBMS with Enhanced Data Types,SIGMOD Conference,1997,"Praveen Seshadri, Mark Paskin",PREDATOR: an OR-DBMS with enhanced data types,International Conference on Management of Data,1997,1
109,conf/sigmod/ShahC01,375773,"Mehul A. Shah, Sirish Chandrasekaran","Fault-tolerant, Load-balancing Queries in Telegraph",SIGMOD Conference,2001,"Mehul A. Shah, Sirish Chandrasekaran","Fault-tolerant, load-balancing queries in telegraph",International Conference on Management of Data,2001,1
110,conf/sigmod/ShenNSHS03,872842,"John Shepherd, Quan Z. Sheng, Du Q. Huynh, Jialie Shen, Anne H. H. Ngu",CMVF: A Novel Dimension Reduction Scheme for Efficient Indexing in A Large Image Database,SIGMOD Conference,2003,"Jialie Shen, Anne H. H. Ngu, John Shepherd, Du Q. Huynh, Quan Z. Sheng",CMVF: a novel dimension reduction scheme for efficient indexing in a large image database,International Conference on Management of Data,2003,1
111,conf/sigmod/Shyy95,223866,"H. Stephen Au-Yeung, C. P. Chou, Yuh-Ming Shyy",VERSANT Replication: Supporting Fault-Tolerant Object Databases,SIGMOD Conference,1995,"Yuh-Ming Shyy, H. Stephen Au-Yeung, C. P. Chou",VERSANT replication: supporting fault-tolerant object databases,International Conference on Management of Data,1995,1
112,conf/sigmod/SistlaW95,223866,"Ouri Wolfson, A. Prasad Sistla",Temporal Conditions and Integrity Constraints in Active Database Systems,SIGMOD Conference,1995,"Yuh-Ming Shyy, H. Stephen Au-Yeung, C. P. Chou",VERSANT replication: supporting fault-tolerant object databases,International Conference on Management of Data,1995,0
113,conf/sigmod/StoltePAG03,872800,"Etzard Stolte, Thomas R. Gross, Gustavo Alonso, Christoph von Praun",Scientific Data Repositories: Designing for a Moving Target,SIGMOD Conference,2003,"Etzard Stolte, Christoph von Praun, Gustavo Alonso, Thomas Gross",Scientific data repositories: designing for a moving target,International Conference on Management of Data,2003,1
114,conf/sigmod/Suciu99,304233,Dan Suciu,Managing Web Data,SIGMOD Conference,1999,Dan Suciu,Managing Web data,International Conference on Management of Data,1999,1
115,conf/sigmod/Team95b,219758,Shore Team,SHORE: Combining the Best Features of OODBMS and File Systems,SIGMOD Conference,1995,Michael H. Böhlen,Temporal database system implementations,ACM SIGMOD Record,1995,0
116,conf/sigmod/TheodoulidisAACKS94,191967,"Babis Theodoulidis, George Karvelis, Jayant Chaudhary, Aziz Ait-Braham, Simon Sou, George Andrianopoulos",The ORES Temporal Database Management System,SIGMOD Conference,1994,"Babis Theodoulidis, Aziz Ait-Braham, George Andrianopoulos, Jayant Chaudhary, George Karvelis, Simon Sou",The ORES temporal database management system,International Conference on Management of Data,1994,1
117,conf/sigmod/WangSSZZW00,671840,"Kaizhong Zhang, Qicheng Ma, Jason Tsong-Li Wang, Xinhuan Zheng, Xiong Wang, Dennis Shasha, Zasha Weinberg, Bruce A. Shapiro",An Approximate Search Engine for Structural Databases,SIGMOD Conference,2000,Shalom Tsur,Data Mining in the Bioinformatics Domain,Very Large Data Bases,2000,0
118,conf/sigmod/WangWYY02,564737,"Haixun Wang, Wei Wang, Philip S. Yu, Jiong Yang",Clustering by pattern similarity in large data sets,SIGMOD Conference,2002,"Haixun Wang, Wei Wang, Jiong Yang, Philip S. Yu",Clustering by pattern similarity in large data sets,International Conference on Management of Data,2002,1
119,conf/sigmod/WhiteCF98,276323,"Seth J. White, R. G. G. Cattell, Sheldon J. Finkelstein",Enterprise Java Platform Data Access,SIGMOD Conference,1998,William W. Cohen,Integration of heterogeneous databases without common domains using queries based on textual similarity,International Conference on Management of Data,1998,0
120,conf/sigmod/WilschutFA95,223803,"Jan Flokstra, Annita N. Wilschut, Peter M. G. Apers",Parallel Evaluation of Multi-Join Queries,SIGMOD Conference,1995,"Annita N. Wilschut, Jan Flokstra, Peter M. G. Apers",Parallel evaluation of multi-join queries,International Conference on Management of Data,1995,1
121,conf/sigmod/WoelkBJOTU95,673317,"K. Ong, Christine Tomlinson, Darrell Woelk, C. Unnikrishnan, William Bohrer, Nigel Jacobs",Carnot and InfoSleuth: Database Technology and the World Wide Web,SIGMOD Conference,1995,"Harry Leslie, Rohit Jain, Dave Birdsall, Hedieh Yaghmai",Efficient Search of Multi-Dimensional B-Trees,Very Large Data Bases,1995,0
122,conf/sigmod/WolfsonSXZC99,758374,"Jutai Zhou, Ouri Wolfson, Sam Chamberlain, A. Prasad Sistla, Bo Xu",DOMINO: Databases fOr MovINg Objects tracking,SIGMOD Conference,1999,"Evangelos Zirintsis, Graham N. C. Kirby, Ronald Morrison",Hyper-Programming in Java,Very Large Data Bases,1999,0
123,conf/sigmod/YangYW00,336578,"Huacheng C. Ying, Jennifer Widom, Jun Yang",TIP: A Temporal Extension to Informix,SIGMOD Conference,2000,"Jun Yang, Huacheng C. Ying, Jennifer Widom",TIP: a temporal extension to Informix,International Conference on Management of Data,2000,1
124,conf/sigmod/ZhangDWEMPMDR03,872861,"Brian Murphy, Elke A. Rundensteiner, Bradford Pielech, Maged El-Sayed, Mukesh Mulchandani, Luping Ding, Katica Dimitrova, Ling Wang, Xin Zhang",Rainbow: Multi-XQuery Optimization Using Materialized XML Views,SIGMOD Conference,2003,"Xin Zhang, Katica Dimitrova, Ling Wang, Maged El Sayed, Brian Murphy, Bradford Pielech, Mukesh Mulchandani, Luping Ding, Elke A. Rundensteiner",Rainbow: multi-XQuery optimization using materialized XML views,International Conference on Management of Data,2003,1
125,conf/vldb/AbiteboulBBCCDMMP03,959084,"Angela Bonifati, Cosmin Cremarenco, Tova Milo, Gregory Cobena, Ioana Manolescu, Florin Dragan, Jrme Baumgarten, Nicoleta Preda, Serge Abiteboul",Managing Distributed Workspaces with Active XML,VLDB,2003,Paolo Giorgini,Agent-Oriented software engineering report on the 4th AOSE workshop (AOSE 2003),ACM SIGMOD Record,2003,0
126,conf/vldb/AbrolLMMMRTWZ01,672355,"Michel Tourn, Man Abrol, John Wang, Grace Zhang, Jianchang Mao, Uma Mahadevan, Rajat Mukherjee, Prabhakar Raghavan, Neil Latarche",Navigating large-scale semi-structured data in business portals,VLDB,2001,"Man Abrol, Neil Latarche, Uma Mahadevan, Jianchang Mao, Rajat Mukherjee, Prabhakar Raghavan, Michel Tourn, John Wang, Grace Zhang",Navigating large-scale semi-structured data in business portals,Very Large Data Bases,2001,1
127,conf/vldb/AcharyaGP99,304199,"Swarup Acharya, Phillip B. Gibbons, Viswanath Poosala",Aqua: A Fast Decision Support Systems Using Approximate Query Answers,VLDB,1999,"Jeffrey Scott Vitter, Min Wang",Approximate computation of multidimensional aggregates of sparse data using wavelets,International Conference on Management of Data,1999,0
128,conf/vldb/AgrawalLSS95,673155,"King-Ip Lin, Harpreet S. Sawhney, Rakesh Agrawal, Kyuseok Shim","Fast Similarity Search in the Presence of Noise, Scaling, and Translation in Time-Series Databases",VLDB,1995,"Rakesh Agrawal, King-Ip Lin, Harpreet S. Sawhney, Kyuseok Shim","Fast Similarity Search in the Presence of Noise, Scaling, and Translation in Time-Series Databases",Very Large Data Bases,1995,1
129,conf/vldb/AilamakiDHW99,344860,"David A. Wood, Mark D. Hill, David J. DeWitt, Anastassia Ailamaki",DBMSs on a Modern Processor: Where Does Time Go?,VLDB,1999,"Ron Musick, Terence Critchlow",Practical lessons in supporting large-scale computational science,ACM SIGMOD Record,1999,0
130,conf/vldb/AltinelBKMPR03,950493,"Hamid Pirahesh, Christof Bornhvd, Berthold Reinwald, Sailesh Krishnamurthy, Mehmet Altinel, C. Mohan",Cache Tables: Paving the Way for an Adaptive Database Cache,VLDB,2003,"Sven Helmer, Guido Moerkotte",A performance study of four index structures for set-valued attributes of low cardinality,The VLDB Journal — The International Journal on Very Large Data Bases,2003,0
131,conf/vldb/AltinelF00,671845,"Michael J. Franklin, Mehmet Altinel",Efficient Filtering of XML Documents for Selective Dissemination of Information,VLDB,2000,"Elvira Schaefer, Jan-Dirk Becker, Andreas Boehmer, Matthias Jarke",Controlling Data Warehouses with Knowledge Networks,Very Large Data Bases,2000,0
132,conf/vldb/AshwinRSSS97,271094,"S. Sudarshan, Prasan Roy, Abraham Silberschatz, S. Seshadri, Srinivas Ashwin",Garbage Collection in Object Oriented Databases Using Transactional Cyclic Reference Counting,VLDB,1997,"Jim Gray, Goetz Graefe","The five-minute rule ten years later, and other computer storage rules of thumb",ACM SIGMOD Record,1997,0
133,conf/vldb/BalminHKPSW03,950487,"Tianqiu Wang, Yannis Papakonstantinou, Nick Koudas, Vagelis Hristidis, Andrey Balmin, Divesh Srivastava",A System for Keyword Proximity Search on XML Databases,VLDB,2003,"Rakesh Agrawal, Peter J. Haas, Jerry Kiernan","Watermarking relational data: framework, algorithms and analysis",The VLDB Journal — The International Journal on Very Large Data Bases,2003,0
134,conf/vldb/BaralisW94,673001,"Jennifer Widom, Elena Baralis",An Algebraic Approach to Rule Analysis in Expert Database Systems,VLDB,1994,"Ibrahim Kamel, Christos Faloutsos",Hilbert R-tree: An Improved R-tree using Fractals,Very Large Data Bases,1994,0
135,conf/vldb/BargaP95,673298,"Roger S. Barga, Calton Pu",A Practical and Modular Implementation of Extended Transaction Models,VLDB,1995,"Roger S. Barga, Calton Pu",A Practical and Modular Implementation of Extended Transaction Models,Very Large Data Bases,1995,1
136,conf/vldb/BarjaPFWD94,181552,"M. Howard Williams, Norman W. Paton, Andrew Dinn, Maria L. Barja, Alvaro A. A. Fernandes",An Effective Deductive Object-Oriented Database Through Language Integration,VLDB,1994,Won Kim,Observations on the ODMG-93 proposal for an object-oriented database language,ACM SIGMOD Record,1994,0
137,conf/vldb/BaulierBGJGKKMMNNRSS98,671175,"P. P. S. Narayan, S. Joshi, M. Nemeth, Abraham Silberschatz, Henry F. Korth, A. Khivesera, Jerry Baulier, S. Sudarshan, Philip Bohannon, Peter McIlroy, J. Miller, S. Gogate, Rajeev Rastogi, C. Gupta",DataBlitz: A High Performance Main-Memory Storage Manager,VLDB,1998,"Jerry Baulier, Philip Bohannon, S. Gogate, S. Joshi, C. Gupta, A. Khivesera, Henry F. Korth, Peter McIlroy, J. Miller, P. P. S. Narayan, M. Nemeth, Rajeev Rastogi, Abraham Silberschatz, S. Sudarshan",DataBlitz: A High Performance Main-Memory Storage Manager,Very Large Data Bases,1998,1
138,conf/vldb/BaumannDFRW99,671513,"Peter Baumann, Norbert Widmann, Roland Ritsch, Paula Furtado, Andreas Dehmel",Spatio-Temporal Retrieval with RasDaMan,VLDB,1999,"Peter Baumann, Andreas Dehmel, Paula Furtado, Roland Ritsch, Norbert Widmann",Spatio-Temporal Retrieval with RasDaMan,Very Large Data Bases,1999,1
139,conf/vldb/Bayer95,673133,Rudolf Bayer,Document Management as a Database Problem,VLDB,1995,Rudolf Bayer,Document Management as a Database Problem,Very Large Data Bases,1995,1
140,conf/vldb/BerckenSW97,765560,"Bernhard Seeger, Peter Widmayer, Jochen Van den Bercken",A Generic Approach to Bulk Loading Multidimensional Index Structures,VLDB,1997,"M. P. Papazoglou, B. J. Krämer",Erratum-A database model for object dynamics,The VLDB Journal — The International Journal on Very Large Data Bases,1997,0
141,conf/vldb/BlokWZPAKJ01,375757,"Peter M. G. Apers, Milan Petkovic, Roelof van Zwol, Menzo Windhouwer, Henk Ernst Blok, Martin L. Kersten, Willem Jonker",Flexible and scalable digital library search,VLDB,2001,Arnaud Sahuguet,Kweelt: more than just yet another framework to query XML!,International Conference on Management of Data,2001,0
142,conf/vldb/BrodieC99,671492,"Michael L. Brodie, Surajit Chaudhuri",Issues in Network Management in the Next Millennium,VLDB,1999,"Michael L. Brodie, Surajit Chaudhuri",Issues in Network Management in the Next Millennium,Very Large Data Bases,1999,1
143,conf/vldb/CareyKSSS00,671862,"Michael J. Carey, Subbu N. Subramanian, Eugene J. Shekita, Jerry Kiernan, Jayavel Shanmugasundaram",XPERANTO: Middleware for Publishing Object-Relational Data as XML Documents,VLDB,2000,"Michael J. Carey, Jerry Kiernan, Jayavel Shanmugasundaram, Eugene J. Shekita, Subbu N. Subramanian",XPERANTO: Middleware for Publishing Object-Relational Data as XML Documents,Very Large Data Bases,2000,1
144,conf/vldb/CareyKSSS00,672009,"Michael J. Carey, Subbu N. Subramanian, Eugene J. Shekita, Jerry Kiernan, Jayavel Shanmugasundaram",XPERANTO: Middleware for Publishing Object-Relational Data as XML Documents,VLDB,2000,"Karthikeyan Ramasamy, Jignesh M. Patel, Jeffrey F. Naughton, Raghav Kaushik","Set Containment Joins: The Good, The Bad and The Ugly",Very Large Data Bases,2000,0
145,conf/vldb/CasatiS00,335473,"Fabio Casati, Ming-Chien Shan",Process Automation as the Foundation for E-Business,VLDB,2000,"Joseph M. Hellerstein, Hans-Peter Kriegel, David Comet, Christos Falsutsos, Raghu Ramakrishnan, Paul Brown",Index research (panel session): forest or trees?,International Conference on Management of Data,2000,0
146,conf/vldb/ChaHKK01,672375,"Sangyong Hwang, Kihong Kim, Sang Kyun Cha, Keunjoo Kwon",Cache-Conscious Concurrency Control of Main-Memory Indexes on Shared-Memory Multiprocessor Systems,VLDB,2001,"Sang K. Cha, Sangyong Hwang, Kihong Kim, Keunjoo Kwon",Cache-Conscious Concurrency Control of Main-Memory Indexes on Shared-Memory Multiprocessor Systems,Very Large Data Bases,2001,1
147,conf/vldb/ChakrabartiDAR97,673659,"Byron Dom, Rakesh Agrawal, Prabhakar Raghavan, Soumen Chakrabarti","Using Taxonomy, Discriminants, and Signatures for Navigating in Text Databases",VLDB,1997,"Soumen Chakrabarti, Byron Dom, Rakesh Agrawal, Prabhakar Raghavan","Using Taxonomy, Discriminants, and Signatures for Navigating in Text Databases",Very Large Data Bases,1997,1
148,conf/vldb/ChanI99,758374,"Chee Yong Chan, Yannis E. Ioannidis",Hierarchical Prefix Cubes for Range-Sum Queries,VLDB,1999,"Evangelos Zirintsis, Graham N. C. Kirby, Ronald Morrison",Hyper-Programming in Java,Very Large Data Bases,1999,0
149,conf/vldb/ChaudhuriG99,671493,"Luis Gravano, Surajit Chaudhuri",Evaluating Top-k Selection Queries,VLDB,1999,"Daniela Florescu, Alon Y. Levy, Dan Suciu, Khaled Yagoub",Optimization of Run-time Management of Data Intensive Web-sites,Very Large Data Bases,1999,0
150,conf/vldb/ChaudhuriN97,670995,"Surajit Chaudhuri, Vivek R. Narasayya",An Efficient Cost-Driven Index Selection Tool for Microsoft SQL Server,VLDB,1997,"Laura M. Haas, Donald Kossmann, Edward L. Wimmers, Jun Yang",Optimizing Queries Across Diverse Data Sources,Very Large Data Bases,1997,0
151,conf/vldb/ChaudhuriW00,671696,"Surajit Chaudhuri, Gerhard Weikum",Rethinking Database System Architecture: Towards a Self-Tuning RISC-Style Database System,VLDB,2000,"Surajit Chaudhuri, Gerhard Weikum",Rethinking Database System Architecture: Towards a Self-Tuning RISC-Style Database System,Very Large Data Bases,2000,1
152,conf/vldb/Chawathe99,304584,Sudarshan S. Chawathe,Comparing Hierarchical Data in External Memory,VLDB,1999,"Nick Roussopoulos, Yannis Kotidis, Yannis Sismanis",The active MultiSync controller of the cubetree storage organization,International Conference on Management of Data,1999,0
153,conf/vldb/ChenRS95,673007,"Doron Rotem, Sridhar Seshadri, Ling Tony Chen",Declustering Databases on Heterogeneous Disk Systems,VLDB,1995,"Ling Tony Chen, Doron Rotem, Sidhar Seshadri",Declustering Databases on Heterogeneous Disk Systems,Very Large Data Bases,1995,1
154,conf/vldb/ChengGKLLQS99,765516,"K. Bernhard Schiefer, Fred Koo, T. Y. Cliff Leung, Linqi Liu, Jarek Gryz, Xiaoyan Qian, Qi Cheng",Implementation of Two Semantic Query Optimization Techniques in DB2 Universal Database,VLDB,1999,"Theo Härder, Günter Sauter, Joachim Thomas",The intrinsic problems of structural heterogeneity and an approach to their solution,The VLDB Journal — The International Journal on Very Large Data Bases,1999,0
155,conf/vldb/ChienVZTZ02,564693,"Zografoula Vagena, Shu-Yao Chien, Vassilis J. Tsotras, Carlo Zaniolo, Donghui Zhang",Efficient Structural Joins on Indexed XML Documents,VLDB,2002,"Peter Buneman, Sanjeev Khanna, Keishi Tajima, Wang-Chiew Tan",Archiving scientific data,International Conference on Management of Data,2002,0
156,conf/vldb/ChienVZTZ02,764205,"Zografoula Vagena, Shu-Yao Chien, Vassilis J. Tsotras, Carlo Zaniolo, Donghui Zhang",Efficient Structural Joins on Indexed XML Documents,VLDB,2002,"C.-Y. Chan, P. Felber, M. Garofalakis, R. Rastogi",Efficient filtering of XML documents with XPath expressions,The VLDB Journal — The International Journal on Very Large Data Bases,2002,0
157,conf/vldb/ChungCLL01,672217,"Seok-Ju Chun, Ju-Hong Lee, Seok-Lyong Lee, Chin-Wan Chung",Dynamic Update Cube for Range-sum Queries,VLDB,2001,"Kian-Lee Tan, Pin-Kwang Eng, Beng Chin Ooi",Efficient Progressive Skyline Computation,Very Large Data Bases,2001,0
158,conf/vldb/CiacciaPZ97,253279,"Paolo Ciaccia, Pavel Zezula, Marco Patella",M-tree: An Efficient Access Method for Similarity Search in Metric Spaces,VLDB,1997,"Thin-Fong Tsuei, Allan N. Packer, Keng-Tai Ko",Database buffer size investigation for OLTP workloads,International Conference on Management of Data,1997,0
159,conf/vldb/CowleyP00,671837,"Wes Cowley, Dimitris Plexousakis",Temporal Integrity Constraints with Indeterminacy,VLDB,2000,"Wes Cowley, Dimitris Plexousakis",Temporal Integrity Constraints with Indeterminacy,Very Large Data Bases,2000,1
160,conf/vldb/DeWittKLPY94,672974,"Jignesh M. Patel, Jie-Bing Yu, Navin Kabra, David J. DeWitt, Jun Luo",Client-Server Paradise,VLDB,1994,"David J. DeWitt, Navin Kabra, Jun Luo, Jignesh M. Patel, Jie-Bing Yu",Client-Server Paradise,Very Large Data Bases,1994,1
161,conf/vldb/DingGS00,344815,"Luis Gravano, Junyan Ding, Narayanan Shivakumar",Computing Geographical Scopes of Web Resources,VLDB,2000,"Hartmut Liefke, Dan Suciu",An extensible compressor for XML data,ACM SIGMOD Record,2000,0
162,conf/vldb/Draluk01,672031,Vadim Draluk,Discovering Web Services: An Overview,VLDB,2001,Vadim Draluk,Discovering Web Services: An Overview,Very Large Data Bases,2001,1
163,conf/vldb/Duranti01,672214,Luciana Duranti,The Long-Term Preservation of Authentic Electronic Records,VLDB,2001,Luciana Duranti,The Long-Term Preservation of Authentic Electronic Records,Very Large Data Bases,2001,1
164,conf/vldb/EicklerKK97,673666,"Andr Eickler, Alfons Kemper, Donald Kossmann",Finding Data in the Neighborhood,VLDB,1997,"André Eickler, Alfons Kemper, Donald Kossmann",Finding Data in the Neighborhood,Very Large Data Bases,1997,1
