pairId:INTEGER,walmart.id:TEXT,amazon.id:TEXT
24782,2206,5667
24783,802,1051
24784,1050,1216
24785,1828,4488
24786,278,13273
24787,202,11420
24788,2432,14699
24789,1015,4415
24790,1073,18938
24791,2081,18135
24792,993,14942
24793,450,21514
24794,1503,5432
24795,2297,21729
24796,199,18032
24797,54,12785
24798,1439,19374
24799,383,8840
24800,1629,7354
24801,486,20813
24802,2072,9728
24803,202,21803
24804,103,8399
24805,1855,2394
24806,1599,6276
24807,1771,4567
24808,1913,8788
24809,1133,18201
24810,663,20474
24811,872,19492
24812,945,11971
24813,2433,10747
24814,1017,17158
24815,1409,17938
24816,1118,18176
24817,1891,12481
24818,1500,4638
24819,533,20665
24820,2406,13011
24821,136,19359
24822,901,15895
24823,473,5750
24824,2150,20724
24825,1828,14484
24826,532,730
24827,720,6402
24828,1960,20429
24829,2414,22012
24830,1031,10625
24831,599,10176
24832,1517,10808
24833,872,13820
24834,1938,19295
24835,1733,13202
24836,1117,16200
24837,2092,10823
24838,510,1795
24839,2505,8237
24840,250,10219
24841,529,14402
24842,2364,2823
24843,2159,7877
24844,685,18057
24845,2372,10588
24846,824,7684
24847,1125,9724
24848,1889,20775
24849,346,7709
24850,71,7569
24851,1862,1039
24852,266,20892
24853,2538,21508
24854,441,6692
24855,2240,21471
24856,1409,11824
24857,198,18508
24858,972,19584
24859,2063,4537
24860,2260,897
24861,72,640
24862,686,1423
24863,674,9599
24864,484,9131
24865,1648,16994
24866,1690,18246
24867,2473,16321
24868,1612,14616
24869,160,3690
24870,1338,11951
24871,128,15007
24872,1933,975
24873,796,17057
24874,339,2495
24875,343,9328
24876,1130,4471
24877,1111,1936
24878,1579,12972
24879,1606,6999
24880,189,18578
24881,890,15828
24882,1872,7023
24883,1097,15995
24884,1549,13248
24885,68,116
24886,923,6780
24887,2003,20742
24888,1762,6611
24889,2260,10401
24890,636,3786
24891,1229,8841
24892,2132,17229
24893,293,8600
24894,2117,2592
24895,2038,8499
24896,2406,15187
24897,22,13426
24898,1864,192
24899,2406,10764
24900,2090,20316
24901,2155,3232
24902,20,1805
24903,2426,4892
24904,334,18788
24905,1625,8985
24906,2530,6692
24907,1455,4751
24908,219,1096
24909,1112,8856
24910,2260,15541
24911,456,17734
24912,1579,2459
24913,619,14728
24914,2481,10401
24915,1492,19955
24916,2498,8549
24917,323,13914
24918,1864,21998
24919,772,10362
24920,1888,10903
24921,1838,16165
24922,1960,4725
24923,2022,18320
24924,316,6135
24925,1933,10987
24926,1993,2743
24927,1801,20978
24928,443,5666
24929,712,961
24930,1179,305
24931,2396,7698
24932,291,14673
24933,2114,20126
24934,529,3593
24935,1361,13541
24936,171,7439
24937,710,1281
24938,1324,6786
24939,1934,1183
24940,2456,4436
24941,689,4784
24942,749,12100
24943,745,18154
24944,227,7779
24945,2322,4466
24946,1925,10050
24947,302,6751
24948,253,13475
24949,753,520
24950,1409,13743
24951,520,16709
24952,74,20074
24953,2498,21293
24954,1363,17764
24955,2344,3775
24956,2511,8108
24957,2515,8629
24958,908,7800
24959,1698,16425
24960,412,3593
24961,884,1805
24962,2134,139
24963,1317,4503
24964,57,21966
24965,2083,8780
24966,1509,8078
24967,2260,9727
24968,1735,15098
24969,79,15893
24970,1988,11032
24971,151,8821
24972,1191,18941
24973,182,14496
24974,1349,6612
24975,2302,8826
24976,2373,10580
24977,35,5119
24978,884,19593
24979,1406,8320
24980,2455,18199
24981,628,4729
24982,2431,12784
24983,2260,2738
24984,819,1281
24985,74,2280
24986,1537,3416
24987,2375,4949
24988,227,10198
24989,124,9943
24990,2508,15423
24991,2515,15903
24992,16,1221
24993,2449,21850
24994,1075,8763
24995,585,9592
24996,1259,21936
24997,913,17638
24998,2075,17059
24999,1580,11461
25000,216,21061
25001,1191,13434
25002,2092,5520
25003,642,9945
25004,1840,12798
25005,1741,3954
25006,1502,12766
25007,1718,16325
25008,76,14758
25009,1756,3779
25010,1203,6537
25011,301,12782
25012,48,17557
25013,2391,1719
25014,583,19321
25015,513,21132
25016,1256,4508
25017,2295,11894
25018,1902,10167
25019,2164,11445
25020,122,10169
25021,727,10508
25022,334,1624
25023,2243,1645
25024,686,2100
25025,637,8521
25026,1552,8512
25027,1817,1833
25028,1289,16450
25029,473,16187
25030,1285,2631
25031,412,12841
25032,2002,3099
25033,1980,4471
25034,220,12698
25035,361,19065
25036,1687,18413
25037,1432,8692
25038,2369,11364
25039,897,159
25040,2116,10750
25041,2410,21105
25042,44,8507
25043,1096,9841
25044,1674,4000
25045,1338,1216
25046,1179,19011
25047,398,6883
25048,2231,1244
25049,2533,17698
25050,1252,3292
25051,2226,21986
25052,1191,8903
25053,1455,14178
25054,2034,3191
25055,1445,261
25056,502,2739
25057,2406,7116
25058,879,12772
25059,291,2981
25060,1662,20732
25061,1216,15366
25062,1226,5251
25063,630,15542
25064,1674,2035
25065,730,14445
25066,2072,11595
25067,2438,6476
25068,349,7160
25069,185,3974
25070,724,16836
25071,35,2517
25072,1258,21795
25073,366,10748
25074,1041,5346
25075,469,15015
25076,1226,1285
25077,2190,20069
25078,1379,5329
25079,2060,5731
25080,1938,2882
25081,1631,14812
25082,1703,18345
25083,997,10699
25084,391,3491
25085,146,7405
25086,1444,2327
25087,1136,19284
25088,347,8030
25089,1337,3932
25090,862,7966
25091,413,16492
25092,1134,11015
25093,1808,16073
25094,197,769
25095,701,14695
25096,686,2213
25097,1446,9064
25098,910,10516
25099,2405,16670
25100,316,4811
25101,1709,17549
25102,1980,10600
25103,1575,2870
25104,1424,14337
25105,429,20325
25106,2411,5707
25107,1467,9938
25108,446,17381
25109,879,8700
25110,297,3474
25111,1689,17001
25112,961,980
25113,91,13558
25114,2108,21665
25115,1662,19081
25116,1196,19720
25117,703,14683
25118,2034,21046
25119,1561,3824
25120,514,19271
25121,2095,21801
25122,1537,15070
25123,504,1610
25124,872,19129
25125,2099,8546
25126,2114,7687
25127,1710,20335
25128,689,11172
25129,1344,10138
25130,2469,16259
25131,100,12587
25132,157,14044
25133,529,5381
25134,12,6747
25135,558,20875
25136,820,6137
25137,2038,1210
25138,560,13413
25139,281,806
25140,2396,5787
25141,910,6513
25142,689,14753
25143,879,6668
25144,1146,3775
25145,420,8382
25146,2482,3505
25147,1360,11470
25148,139,9528
25149,1149,17451
25150,723,13886
25151,1122,9800
25152,74,1805
25153,1657,2257
25154,1761,16838
25155,2098,1054
25156,430,3274
25157,415,9528
25158,2112,4613
25159,640,10129
25160,786,10846
25161,1133,305
25162,1720,3328
25163,383,3775
25164,467,16321
25165,1027,21133
25166,1329,3692
25167,1980,12300
25168,1910,16603
25169,872,19174
25170,2393,6539
25171,630,7588
25172,2392,16321
25173,1662,16078
25174,840,18075
25175,2538,19137
25176,810,12634
25177,2350,14178
25178,933,804
25179,961,14621
25180,212,13945
25181,694,638
25182,180,1575
25183,145,8606
25184,2053,131
25185,2068,18154
25186,938,10510
25187,318,3529
25188,707,11057
25189,1475,19491
25190,33,2814
25191,2143,10520
25192,844,14658
25193,507,3740
25194,1023,15213
25195,1191,14788
25196,666,12786
25197,2393,13869
25198,2311,19610
25199,1226,11116
25200,1149,6396
25201,284,7453
25202,2127,9613
25203,1636,18648
25204,234,5244
25205,2127,12865
25206,967,19491
25207,466,678
25208,2306,13256
25209,689,12851
25210,1928,3375
25211,133,8949
25212,227,9914
25213,1537,12876
25214,1496,9065
25215,481,18250
25216,1996,17829
25217,2439,19505
25218,854,3692
25219,1662,20485
25220,1012,1989
25221,2298,2826
25222,1656,5371
25223,1433,21864
25224,1058,17195
25225,1097,21953
25226,621,5513
25227,1993,21310
25228,254,7760
25229,945,11353
25230,1674,20636
25231,1572,10747
25232,809,11431
25233,592,21894
25234,1387,16884
25235,1572,801
25236,625,17750
25237,1537,4093
25238,54,18445
25239,2017,5975
25240,20,19595
25241,471,605
25242,54,810
25243,377,7305
25244,1806,9614
25245,2392,10751
25246,1387,16761
25247,637,12876
25248,888,4725
25249,1256,13102
25250,2526,14875
25251,968,8783
25252,1135,10753
25253,2000,6996
25254,976,11440
25255,137,2577
25256,238,20435
25257,2440,894
25258,2120,8654
25259,1426,21936
25260,343,13309
25261,1599,21245
25262,392,7163
25263,133,11643
25264,2395,6786
25265,1398,9758
25266,1225,6810
25267,1455,13013
25268,513,6984
25269,2297,1189
25270,737,16259
25271,824,14695
25272,1828,3148
25273,30,20859
25274,219,1599
25275,489,14691
25276,771,19321
25277,2260,21953
25278,343,12294
25279,673,19493
25280,1808,21801
25281,2095,7720
25282,2297,1190
25283,1862,13
25284,1771,12861
25285,1337,8608
25286,197,17385
25287,619,11804
25288,766,5422
25289,2078,21791
25290,1590,7968
25291,445,18154
25292,2158,20859
25293,65,2960
25294,1230,13322
25295,2365,17538
25296,582,17381
25297,577,810
25298,427,18465
25299,2375,18728
25300,1184,2633
25301,724,15592
25302,1464,15909
25303,61,16609
25304,2212,12697
25305,2192,8473
25306,548,21326
25307,650,12525
25308,219,16184
25309,1248,21316
25310,1103,19398
25311,340,21597
25312,79,4709
25313,1683,15080
25314,1931,2430
25315,2442,13576
25316,2338,3164
25317,388,7127
25318,196,9794
25319,592,1481
25320,1582,599
25321,2273,488
25322,1259,11273
25323,1366,5041
25324,2175,19335
25325,2192,16177
25326,2057,3103
25327,1426,10748
25328,637,4811
25329,93,12798
25330,2084,2629
25331,2176,8792
25332,802,13023
25333,482,14854
25334,583,15023
25335,366,14331
25336,567,16627
25337,2392,20543
25338,16,13862
25339,2317,14786
25340,637,9184
25341,2211,17374
25342,1864,7307
25343,68,115
25344,1419,140
25345,113,17385
25346,1956,8168
25347,533,3165
25348,383,13123
25349,466,14738
25350,593,542
25351,1169,10291
25352,1226,20206
25353,258,12597
25354,2142,13089
25355,445,6999
25356,2317,5493
25357,1051,18073
25358,176,3448
25359,790,21333
25360,721,16899
25361,2050,21192
25362,174,1023
25363,1230,7779
25364,349,3030
25365,1339,20852
25366,768,15319
25367,670,10472
25368,463,11273
25369,1406,13599
25370,1980,9330
25371,1980,15273
25372,573,5835
25373,177,6786
25374,1869,5652
25375,2466,5329
25376,2439,4825
25377,216,678
25378,2045,19028
25379,167,18444
25380,1338,10588
25381,1505,5562
25382,2080,10675
25383,2260,5249
25384,1191,6541
25385,513,21927
25386,2082,4728
25387,1448,10223
25388,1174,15922
25389,205,7592
25390,1840,17847
25391,930,6810
25392,1690,13500
25393,74,13012
25394,541,3339
25395,1279,1938
25396,1188,2873
25397,677,17316
25398,399,16372
25399,1974,9577
25400,1466,3608
25401,1374,5519
25402,2395,14827
25403,2362,14688
25404,1250,292
25405,2481,20147
25406,1244,261
25407,1316,57
25408,481,16165
25409,1492,3692
25410,780,15028
25411,1227,12852
25412,2297,12876
25413,58,12061
25414,2146,6750
25415,2362,6741
25416,2135,9172
25417,788,14950
25418,1928,16041
25419,2003,20958
25420,1934,6532
25421,673,10088
25422,1513,19684
25423,925,369
25424,2294,3604
25425,2261,8399
25426,2221,8783
25427,1535,10823
25428,1837,621
25429,628,8788
25430,1026,14752
25431,1854,13555
25432,1933,1078
25433,679,3002
25434,2390,21795
25435,1927,1482
25436,2473,19011
25437,1466,21007
25438,1801,9569
25439,1720,10818
25440,1430,4311
25441,2202,6383
25442,894,3907
25443,2396,8839
25444,673,15869
25445,298,1740
25446,388,20242
25447,188,2848
25448,533,9578
25449,151,515
25450,1927,19371
25451,2498,2971
25452,794,19493
25453,738,5800
25454,2435,21099
25455,302,14681
25456,420,1385
25457,930,8408
25458,241,2158
25459,241,19174
25460,2159,9437
25461,466,14826
25462,2542,2690
25463,349,1188
25464,1414,14669
25465,490,14691
25466,1469,14102
25467,1889,7194
25468,1532,4990
25469,914,8486
25470,2049,805
25471,1385,9325
25472,2294,2873
25473,1561,20744
25474,770,6363
25475,1096,12289
25476,1430,3547
25477,2338,958
25478,1339,16434
25479,496,9393
25480,2279,12378
25481,1840,8783
25482,641,2297
25483,418,6746
25484,1227,15535
25485,1027,2068
25486,1277,12057
25487,1296,6406
25488,420,10442
25489,1657,21145
25490,490,6748
25491,1933,19119
25492,1539,11506
25493,994,9735
25494,1079,6692
25495,955,3457
25496,1709,20802
25497,177,8382
25498,2549,11302
25499,577,21567
25500,712,21733
25501,1606,14688
25502,388,7702
25503,1432,20730
25504,2538,13577
25505,327,10293
25506,2547,19780
25507,1696,16689
25508,879,14161
25509,2390,2818
25510,399,18206
25511,2285,20227
25512,2413,17194
25513,710,20456
25514,74,10589
25515,1949,6254
25516,938,2769
25517,1337,7969
25518,1133,16318
25519,91,14403
25520,1744,4037
25521,1190,13915
25522,558,19657
25523,227,18864
25524,1261,10630
25525,281,4725
25526,2368,20818
25527,2508,1000
25528,1979,8247
25529,1065,15074
25530,2306,2385
25531,2350,8247
25532,854,18152
25533,2049,17562
25534,1448,17851
25535,1991,17990
25536,1517,8857
25537,121,10226
25538,677,12185
25539,98,15905
25540,1430,19310
25541,1797,10645
25542,2395,9654
25543,2508,13889
25544,2116,4729
25545,1540,8139
25546,24,14261
25547,613,14687
25548,467,17187
25549,533,20859
25550,2485,10903
25551,1674,6353
25552,545,15298
25553,316,20732
25554,1803,1034
25555,2423,4604
25556,1582,15159
25557,577,2822
25558,1202,18692
25559,781,8914
25560,227,6287
25561,1741,5505
25562,1219,15150
25563,945,2223
25564,935,51
25565,854,17183
25566,2279,20128
25567,1385,9324
25568,2165,9363
25569,2090,2685
25570,2344,20374
25571,2305,7701
25572,1602,5983
25573,340,19845
25574,441,12798
25575,325,19071
25576,1191,6716
25577,295,12389
25578,1601,1750
25579,2407,12632
25580,771,1250
25581,226,10408
25582,2243,19947
25583,95,15994
25584,930,14738
25585,1138,566
25586,1068,804
25587,918,17029
25588,1603,10609
25589,2333,16599
25590,1980,13604
25591,772,12361
25592,2003,14935
25593,1503,14349
25594,987,5835
25595,383,7094
25596,1455,14191
25597,901,11515
25598,955,8028
25599,2249,205
25600,1673,19341
25601,1150,20979
25602,1503,8391
25603,779,21514
25604,1700,18089
25605,2364,20430
25606,1433,8693
25607,1534,19916
25608,711,9254
25609,435,384
25610,1973,7582
25611,1161,16910
25612,1808,136
25613,26,3053
25614,926,21293
25615,701,287
25616,743,15828
25617,132,6383
25618,1952,6927
25619,1662,4810
25620,1405,8712
25621,2439,364
25622,1090,2594
25623,2280,10751
25624,548,15516
25625,1675,18343
25626,2052,22057
25627,2192,1098
25628,829,14268
25629,234,8594
25630,917,19137
25631,2129,17518
25632,533,2950
25633,1735,128
25634,539,17175
25635,1366,4689
25636,1674,2891
25637,953,12715
25638,2508,21415
25639,332,16910
25640,1952,14867
25641,1276,2690
25642,1662,8945
25643,1093,9732
25644,1164,939
25645,1104,9005
25646,1358,12208
25647,349,9943
25648,278,5801
25649,1703,18048
25650,2087,9514
25651,1928,11948
25652,139,3317
25653,1406,15098
25654,994,10754
25655,429,1039
25656,2495,4730
25657,1436,11897
25658,1674,14912
25659,340,16078
25660,2338,7007
25661,1967,14541
25662,2508,3121
25663,2435,16599
25664,1261,20315
25665,2083,20430
25666,139,7610
25667,1662,11808
25668,2297,14474
25669,689,2874
25670,1509,7138
25671,2102,1196
25672,2518,8236
25673,2192,3121
25674,2049,6999
25675,2439,9875
25676,1141,11224
25677,1762,18820
25678,1940,17210
25679,1993,9611
25680,1531,16402
25681,306,3321
25682,2176,4436
25683,1674,1310
25684,1880,7974
25685,1578,4896
25686,1298,10437
25687,1328,12798
25688,2072,6354
25689,2173,17698
25690,467,12782
25691,894,5774
25692,325,15871
25693,1510,11590
25694,942,8770
25695,1103,12926
25696,1218,6883
25697,346,20293
25698,1338,6208
25699,6,10425
25700,609,17183
25701,1226,15213
25702,1195,21592
25703,1937,5074
25704,2085,10952
25705,300,8705
25706,508,15545
25707,1968,13901
25708,672,20150
25709,2124,6801
25710,420,5217
25711,15,1114
25712,216,15271
25713,1928,21551
25714,742,1562
25715,459,6582
25716,548,19615
25717,521,17383
25718,672,6248
25719,291,11540
25720,174,14670
25721,1771,19606
25722,80,19452
25723,2221,2815
25724,1247,2894
25725,105,20165
25726,1891,15873
25727,2431,2826
25728,74,14177
25729,576,20140
25730,1261,8654
25731,2251,17239
25732,2306,8379
25733,1312,880
25734,1226,1320
25735,258,5931
25736,2406,1035
25737,1903,16141
25738,2120,18988
25739,1718,16606
25740,1934,10625
25741,368,14695
25742,2505,12795
25743,14,7683
25744,325,19057
25745,2079,13192
25746,2323,13153
25747,627,804
25748,712,8407
25749,1045,18618
25750,577,769
25751,1531,16325
25752,1339,17989
25753,1188,3505
25754,412,21508
25755,2263,10868
25756,1338,6702
25757,2495,10751
25758,951,20267
25759,2391,20716
25760,972,13426
25761,723,11163
25762,284,20444
25763,1973,21637
25764,595,2212
25765,1712,17934
25766,2104,2963
25767,1900,15612
25768,22,20144
25769,2326,20122
25770,2392,14708
25771,1771,20327
25772,930,15199
25773,2390,4723
25774,1650,1589
25775,215,8789
25776,888,2814
25777,1122,5744
25778,2032,1490
25779,202,2951
25780,398,5250
25781,1252,11519
25782,1933,1330
25783,1797,20224
25784,2471,14526
25785,1113,889
25786,282,1005
25787,1531,17573
25788,982,16609
25789,673,2946
25790,884,10968
25791,202,7371
25792,1874,7313
25793,577,8791
25794,2439,10548
25795,1654,1489
25796,589,10676
25797,2306,14462
25798,1980,13254
25799,1938,14760
25800,1346,5404
25801,2232,2368
25802,1993,1272
25803,1561,21062
25804,485,6363
25805,1574,10521
25806,336,2554
25807,2064,9299
25808,917,10446
25809,2473,18444
25810,743,8772
25811,1568,20253
25812,993,5089
25813,1797,19824
25814,679,11733
25815,2338,21086
25816,1993,13554
25817,669,20256
25818,853,21323
25819,1585,7478
25820,1864,6771
25821,1379,6810
25822,1210,12854
25823,297,6710
25824,910,11279
25825,700,8339
25826,100,8477
25827,459,15294
25828,1310,15130
25829,1333,802
25830,968,20122
25831,2511,11626
25832,712,11323
25833,1557,12601
25834,216,14479
25835,1662,3031
25836,64,15783
25837,1430,15276
25838,66,11672
25839,1912,14444
25840,1361,14860
25841,1379,8909
25842,1210,13743
25843,2002,4050
25844,916,20813
25845,2415,15635
25846,2003,18733
25847,1383,10536
25848,2156,12364
25849,1531,12103
25850,1244,22070
25851,2462,15203
25852,145,10614
25853,1828,1856
25854,787,12786
25855,1228,3775
25856,2037,623
25857,1888,9155
25858,772,11539
25859,2164,9461
25860,1903,10675
25861,685,17924
25862,586,15029
25863,1487,19098
25864,1674,2519
25865,1027,4040
25866,151,20344
25867,215,19284
25868,308,13820
25869,354,4438
25870,1902,14920
25871,775,4927
25872,1492,17183
25873,126,7434
25874,167,16609
25875,1156,13694
25876,2344,8616
25877,627,8791
25878,1328,21934
25879,2482,13576
25880,2256,21551
25881,666,4728
25882,2509,21867
25883,897,4856
25884,2358,4457
25885,1782,11679
25886,711,21817
25887,619,12842
25888,2261,5732
25889,673,2671
25890,2439,2859
25891,1828,7605
25892,663,17582
25893,1454,17240
25894,74,21336
25895,201,4436
25896,1928,15546
25897,1838,14335
25898,926,2280
25899,1566,1003
25900,349,12415
25901,2372,19866
25902,35,20450
25903,790,1677
25904,1771,9470
25905,349,7803
25906,2049,8792
25907,1000,12861
25908,2150,20374
25909,746,11202
25910,730,11014
25911,54,2827
25912,1932,15180
25913,1027,15987
25914,61,821
25915,1894,11121
25916,1696,290
25917,1023,854
25918,1171,8244
25919,11,14218
25920,1130,19794
25921,2052,8028
25922,1991,8934
25923,1946,15997
25924,1324,2949
25925,672,17578
25926,548,11699
25927,1071,13394
25928,731,18445
25929,412,747
25930,2350,8078
25931,1476,6615
25932,1555,11967
25933,1191,2758
25934,1179,8791
25935,1626,879
25936,684,13568
25937,1657,2789
25938,382,10812
25939,2160,16654
25940,2379,20009
25941,1903,15907
25942,1229,10135
25943,951,6107
25944,1309,20167
25945,491,17840
25946,549,10002
25947,260,211
25948,1479,15681
25949,411,18250
25950,1585,4279
25951,2352,4080
25952,810,6921
25953,1074,550
25954,2511,20780
25955,1590,13187
25956,2529,20126
25957,2054,2886
25958,2260,6772
25959,113,18032
25960,334,3711
25961,1070,12951
25962,890,6730
25963,1439,19929
25964,1960,20122
25965,471,20211
25966,340,13577
25967,853,22072
25968,1142,10530
25969,2002,6109
25970,961,11191
25971,2490,19400
25972,398,5329
25973,2372,21564
25974,2477,13889
25975,2083,10751
25976,104,8144
25977,1360,21367
25978,2297,11590
25979,2027,12615
25980,2516,13995
25981,1617,542
25982,2113,12791
25983,1238,13668
25984,2116,769
25985,2007,1644
25986,2390,7687
25987,1554,8783
25988,1391,4740
25989,897,21058
25990,162,17007
25991,1179,769
25992,566,15490
25993,1933,10589
25994,2306,8822
25995,562,21795
25996,192,1465
25997,2261,9794
25998,2394,10369
25999,412,11602
26000,79,626
26001,666,5667
26002,65,12726
26003,558,3586
26004,1261,19204
26005,355,16761
26006,1702,20850
26007,1488,14771
26008,1210,11698
26009,2255,14722
26010,854,17847
26011,2010,19329
26012,709,1100
26013,2338,19600
26014,1650,21454
26015,2435,11015
26016,1662,12998
26017,1247,13879
26018,2206,9735
26019,1980,15571
26020,533,3277
26021,2406,19592
26022,1883,11437
26023,1154,9240
26024,2338,7261
26025,489,6999
26026,1242,18822
26027,1696,20852
26028,703,17185
26029,2333,2820
26030,332,19286
26031,2030,10138
26032,2150,14753
26033,1408,1478
26034,2173,19561
26035,2159,13820
26036,1579,12579
26037,1579,19038
26038,151,3558
26039,1106,4719
26040,504,5790
26041,327,21990
26042,1136,14683
26043,338,5124
26044,7,4981
26045,35,3068
26046,1514,4899
26047,1729,12126
26048,1406,575
26049,422,17330
26050,1113,10816
26051,1582,10606
26052,1146,1130
26053,460,20827
26054,877,4279
26055,237,18824
26056,2502,14358
26057,1449,2562
26058,1062,2690
26059,1676,10755
26060,1199,10776
26061,1957,10656
26062,66,21870
26063,1464,4212
26064,2284,1734
26065,33,806
26066,1537,2945
26067,2219,18026
26068,1633,21800
26069,2338,955
26070,703,19284
26071,2170,4740
26072,1703,17099
26073,411,15302
26074,1602,17635
26075,2306,14016
26076,1312,4807
26077,208,16480
26078,380,20660
26079,972,11790
26080,2298,20124
26081,455,19371
26082,1406,20325
26083,1696,17605
26084,2406,4963
26085,2440,9787
26086,666,21567
26087,1122,12606
26088,2083,18154
26089,1735,20758
26090,1586,20715
26091,1969,6037
26092,32,4502
26093,2297,12498
26094,1771,7553
26095,2222,11341
26096,2221,21795
26097,1361,4253
26098,1981,2130
26099,1031,2263
26100,186,2595
26101,1339,20218
26102,513,21046
26103,74,6990
26104,581,13678
26105,306,10566
26106,824,14689
26107,1980,8645
26108,1998,6407
26109,220,1001
26110,2155,7132
26111,1983,10194
26112,249,15592
26113,17,21842
26114,2376,19545
26115,2094,9138
26116,566,8066
26117,1776,19628
26118,110,10779
26119,2081,20627
26120,1444,4586
26121,463,809
26122,510,3605
26123,1933,1175
26124,455,2147
26125,1243,20815
26126,1033,16601
26127,711,12059
26128,368,6747
26129,2116,2690
26130,2529,18154
26131,2294,4526
26132,2553,8307
26133,188,10808
26134,2165,11790
26135,1561,2904
26136,1504,12319
26137,945,20012
26138,54,19335
26139,508,12945
26140,2073,6080
26141,151,15159
26142,1700,17547
26143,1650,1484
26144,1039,11193
26145,1655,870
26146,1071,18864
26147,2127,5675
26148,703,21694
26149,2297,21508
26150,399,18815
26151,1946,14822
26152,2101,12873
26153,754,21595
26154,2177,16963
26155,1198,3412
26156,1210,8842
26157,1654,3120
26158,1354,9787
26159,628,2822
26160,2049,10870
26161,513,14937
26162,897,15995
26163,151,15869
26164,2260,19505
26165,533,9980
26166,1540,13669
26167,1324,7381
26168,680,1366
26169,529,21508
26170,1952,9476
26171,1355,9847
26172,1741,18323
26173,292,14230
26174,1690,5499
26175,306,3320
26176,66,20075
26177,16,20616
26178,1843,19282
26179,730,4436
26180,138,1865
26181,341,1495
26182,1810,12799
26183,2539,5620
26184,332,2831
26185,2114,821
26186,628,20430
26187,2469,7274
26188,1289,14257
26189,2305,2886
26190,837,15777
26191,2057,8670
26192,490,305
26193,383,13727
26194,2000,12021
26195,1424,20732
26196,2390,21568
26197,1259,2690
26198,1845,15110
26199,1945,2272
26200,1183,6815
26201,1307,20336
26202,14,14535
26203,82,9015
26204,1100,9506
26205,2138,261
26206,1257,426
26207,1023,6525
26208,824,12791
26209,2365,17849
26210,48,20346
26211,1242,2307
26212,2083,10748
26213,1218,1314
26214,1155,11562
26215,200,21619
26216,2404,20350
26217,1448,15174
26218,1867,14360
26219,103,13316
26220,1687,7107
26221,1975,8031
26222,33,21936
26223,398,5108
26224,910,13253
26225,901,10716
26226,1702,18053
26227,1627,13620
26228,1435,11054
26229,1134,10755
26230,1251,7566
26231,2096,1996
26232,2072,20340
26233,349,3703
26234,1226,21729
26235,405,9773
26236,59,1575
26237,897,2989
26238,151,8642
26239,1419,6529
26240,919,4036
26241,234,15159
26242,1379,15019
26243,1116,2690
26244,1077,19348
26245,496,15764
26246,1027,19174
26247,71,13715
26248,2072,12998
26249,1492,12791
26250,2007,5388
26251,788,8790
26252,736,6363
26253,2231,10756
26254,1677,18445
26255,1385,15302
26256,2069,802
26257,1690,16373
26258,1806,610
26259,2192,18373
26260,699,16577
26261,1321,14772
26262,1636,19792
26263,1258,14695
26264,1097,1942
26265,989,19406
26266,1559,14304
26267,1190,2236
26268,1227,11770
26269,654,17698
26270,338,9870
26271,522,17204
26272,2221,17837
26273,2057,19860
26274,888,16317
26275,848,18817
26276,2260,15299
26277,2082,6746
26278,1808,11572
26279,1204,17384
26280,1297,305
26281,1709,16431
26282,1420,14258
26283,945,3440
26284,2343,641
26285,340,18491
26286,548,10528
26287,216,13141
26288,654,16964
26289,335,2239
26290,74,3045
26291,1511,10572
26292,457,15513
26293,854,10870
26294,2392,20126
26295,2352,20130
26296,110,4768
26297,1537,10517
26298,2344,11617
26299,82,15902
26300,2372,13734
26301,513,19846
26302,1529,14937
26303,2372,8480
26304,1832,12794
26305,1834,19653
26306,2435,15970
26307,513,6983
26308,1674,11295
26309,1735,15087
26310,2297,1318
26311,1597,10910
26312,100,19788
26313,2173,18199
26314,1251,8938
26315,2228,8787
26316,528,9582
26317,1104,5800
26318,1864,13282
26319,2366,637
26320,1503,8256
26321,1349,21433
26322,404,17384
26323,2230,18718
26324,2263,16041
26325,1674,1693
26326,471,13939
26327,1993,9236
26328,108,4080
26329,2053,3974
26330,282,11887
26331,802,8984
26332,2072,20192
26333,1951,18613
26334,968,8237
26335,1700,18549
26336,2396,11769
26337,2284,1740
26338,532,6667
26339,1183,8501
26340,451,19716
26341,711,9572
26342,545,873
26343,515,10917
26344,481,14220
26345,2072,18930
26346,1226,4860
26347,1409,12851
26348,1090,3932
26349,1851,17842
26350,684,17938
26351,2002,10516
26352,1361,267
26353,234,21938
26354,1709,14273
26355,1615,10841
26356,679,13803
26357,223,21464
26358,2426,18604
26359,930,14462
26360,658,8731
26361,412,6682
26362,1308,11062
26363,16,4284
26364,930,19795
26365,1430,21058
26366,669,21544
26367,124,13225
26368,1590,4856
26369,2338,3547
26370,302,16609
26371,260,14841
26372,1771,8306
26373,2518,1001
26374,548,15268
26375,1703,14273
26376,1993,2739
26377,853,19011
26378,1296,12448
26379,2069,13428
26380,1122,18645
26381,2305,893
26382,2508,19854
26383,1582,2847
26384,1391,2826
26385,1108,11590
26386,97,4756
26387,583,5069
26388,1233,7973
26389,1313,6149
26390,2474,14705
26391,74,5770
26392,1444,8288
26393,1696,7513
26394,1993,4757
26395,2518,798
26396,1277,4041
26397,1339,17549
26398,2536,21447
26399,1650,1090
26400,2113,17562
26401,1625,10974
26402,2064,12972
26403,2297,2443
26404,2373,4561
26405,2508,10474
26406,1632,7929
26407,1179,8237
26408,1022,13869
26409,919,20586
26410,700,1545
26411,2431,14699
26412,2324,4937
26413,725,5372
26414,458,3114
26415,909,21030
