ID,Title,Episodes,Producers,Genres,Type,Year,Rating
948,Marmalade Boy,76,"['Toei Animation', 'TOKYOPOP']","['Comedy', 'Drama', 'Romance', 'Shoujo']", TV,1994,7.68
949,Medaka Box Abnormal,12,"['Gainax', 'TV Tokyo', 'Lantis', 'Sentai Filmworks', 'Asahi Production', 'Hakoniwa Academy Student Council']","['Action', 'Comedy', 'Ecchi', 'Martial Arts', 'School', 'Shounen', 'Super Power']", TV,2012,7.68
950,One Piece: Omatsuri Danshaku to Himitsu no Shima,1,"['Toei Animation', 'Fuji TV', 'Fuji Pacific Music Publishing']","['Adventure', 'Comedy', 'Fantasy', 'Shounen']", Movie,2005,7.79
951,Rokka no Yuusha,12,"['Pony Canyon', 'Passione', 'Ponycan USA']","['Action', 'Adventure', 'Fantasy', 'Magic', 'Mystery']", TV,2015,7.79
952,Sengoku Basara Two,12,"['Production I.G', 'Dentsu', 'FUNimation Entertainment', 'Shochiku', 'Mainichi Broadcasting', 'Pony Canyon', 'Movic', 'flying DOG']","['Action', 'Historical', 'Martial Arts', 'Samurai', 'Super Power']", TV,2010,7.79
953,Senjou no Valkyria: Gallian Chronicles,26,"['Aniplex', 'A-1 Pictures', 'Sega', 'Sakura Create']","['Action', 'Military', 'Romance']", TV,2009,7.79
954,Sora no Otoshimono,13,"['AIC A.S.T.A.', 'FUNimation Entertainment', 'Kadokawa Shoten', 'Kadokawa Pictures Japan', 'The Klock Worx', 'NTT Docomo']","['Comedy', 'Ecchi', 'Harem', 'Romance', 'Sci-Fi', 'Shounen', 'Supernatural']", TV,2009,7.79
955,Tegami Bachi,25,"['Studio Pierrot', 'TV Tokyo', 'Sentai Filmworks']","['Adventure', 'Fantasy', 'Supernatural']", TV,2009,7.79
956,Akatsuki no Yona: Sono Se niwa,1,['Studio Pierrot'],"['Action', 'Comedy', 'Fantasy', 'Shoujo']", OVA,2015,7.78
957,Towa no Quon 4: Guren no Shoushin,1,"['Bones', 'Sentai Filmworks']",['Supernatural'], Movie,2011,7.79
958,Yuru Yuri Nachuyachumi!+,2,['TYO Animations'],"['Comedy', 'Shoujo Ai', 'Slice of Life']", Special,2015,7.79
959,Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering,12,"['Sunrise', 'Media Blasters']","['Action', 'Mecha', 'Sci-Fi', 'Super Power']", TV,2005,7.79
960,Zero no Tsukaima: Futatsuki no Kishi,12,"['J.C.Staff', 'Genco', 'Media Factory', 'Shochiku', 'Sentai Filmworks', 'Happinet Pictures']","['Action', 'Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Magic', 'Romance', 'School']", TV,2007,7.79
961,Aldnoah.Zero,12,"['Aniplex', 'A-1 Pictures', 'Movic', 'Nitroplus', 'Aniplex of America', 'Houbunsha', 'Mages', 'TROYCA', 'Tokyo MX']","['Action', 'Mecha', 'Sci-Fi']", TV,2014,7.78
962,Diamond no Ace OVA,3,"['Production I.G', 'Madhouse']","['Comedy', 'School', 'Shounen', 'Sports']", OVA,2014,7.78
963,Fullmetal Alchemist: The Conqueror of Shamballa,1,"['Bones', 'Aniplex', 'Square Enix', 'FUNimation Entertainment', 'Shochiku', 'Mainichi Broadcasting']","['Comedy', 'Drama', 'Fantasy', 'Historical', 'Shounen']", Movie,2005,7.78
964,Fushigi Yuugi,52,"['Studio Pierrot', 'TV Tokyo', 'Geneon Universal Entertainment', 'Shogakukan Productions', 'Yomiko Advertising', 'Media Blasters', 'Apollon']","['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Historical', 'Magic', 'Martial Arts', 'Romance', 'Shoujo']", TV,1995,7.78
965,Genshiken OVA,3,"['Genco', 'Lantis', 'Media Factory', 'Media Blasters', 'Asia-Do']","['Comedy', 'Parody', 'Slice of Life']", OVA,2006,7.78
966,Ghost in the Shell: Arise - Border:2 Ghost Whispers,1,"['Production I.G', 'FUNimation Entertainment']","['Mecha', 'Police', 'Psychological', 'Sci-Fi']", Movie,2013,7.78
967,Hakuouki Hekketsuroku,10,"['Studio Deen', 'Sentai Filmworks']","['Action', 'Drama', 'Historical', 'Samurai', 'Shoujo', 'Supernatural']", TV,2010,7.78
968,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,1,"['TV Asahi', 'Asatsu DK', 'Shin-Ei Animation']","['Comedy', 'Ecchi', 'Kids', 'School', 'Shounen', 'Slice of Life']", Movie,2001,7.78
969,Bishoujo Senshi Sailor Moon R: The Movie,1,"['Toei Animation', 'Viz Media']","['Drama', 'Magic', 'Romance', 'Shoujo']", Movie,1993,7.78
970,Mobile Suit Gundam 00 Special Edition,3,"['Sunrise', 'Sotsu Agency', 'Asatsu DK', 'Mainichi Broadcasting']","['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi']", OVA,2009,7.78
971,Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon,1,"['Oriental Light and Magic', 'Studio Jack']","['Sci-Fi', 'Shounen', 'Sports']", Movie,2011,7.78
972,Mobile Suit Gundam: Iron-Blooded Orphans,25,"['Sunrise', 'FUNimation Entertainment', 'Mainichi Broadcasting']","['Action', 'Drama', 'Mecha']", TV,2015,7.78
973,Mirai Nikki Redial,1,['Asread'],"['Action', 'Psychological', 'Shounen', 'Supernatural']", OVA,2013,7.78
974,Mahou Shoujo Lyrical Nanoha StrikerS,26,"['Geneon Universal Entertainment', 'Seven Arcs', 'A Line']","['Action', 'Comedy', 'Drama', 'Magic', 'Super Power']", TV,2007,7.78
975,Lupin III,23,"['Tokyo Movie Shinsha', 'Discotek']","['Action', 'Adventure', 'Comedy', 'Shounen']", TV,1971,7.78
976,High School DxD,12,"['Genco', 'FUNimation Entertainment', 'Lantis', 'TNK', 'AT-X', 'PRA', 'Showgate', 'Atelier Musa']","['Comedy', 'Demons', 'Ecchi', 'Harem', 'Romance', 'School']", TV,2012,7.78
977,Kuroshitsuji II Specials,6,"['A-1 Pictures', 'Square Enix', 'FUNimation Entertainment']","['Comedy', 'Fantasy', 'Parody', 'Shounen', 'Supernatural']", Special,2010,7.78
978,Amagi Brilliant Park,13,"['Kyoto Animation', 'Avex Entertainment', 'TBS', 'DAX Production', 'Sentai Filmworks', 'flying DOG', 'Mobcast']","['Comedy', 'Magic']", TV,2014,7.77
979,Oda Nobuna no Yabou,12,"['Madhouse', 'Pony Canyon', 'AT-X', 'Sentai Filmworks', 'Studio Gokumi', 'The Klock Worx', 'SoftBank Creative Corp.']","['Comedy', 'Historical', 'Romance']", TV,2012,7.78
980,Utawarerumono,26,"['Oriental Light and Magic', 'ADV Films', 'FUNimation Entertainment', 'Lantis']","['Action', 'Drama', 'Fantasy', 'Sci-Fi']", TV,2006,7.78
981,No.6,11,"['Bones', 'Aniplex', 'Fuji TV', 'Sentai Filmworks']","['Action', 'Sci-Fi']", TV,2011,7.78
982,Ojiisan no Lamp,1,['Telecom Animation Film'],"['Drama', 'Historical']", Movie,2011,7.78
983,Bleach: Jigoku-hen,1,"['Studio Pierrot', 'Viz Media']","['Action', 'Comedy', 'Shounen', 'Super Power', 'Supernatural']", Movie,2010,7.77
984,Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu,1,"['Sunrise', 'FUNimation Entertainment']","['Action', 'Mecha', 'Military']", Movie,2015,7.77
985,Shakugan no Shana III (Final),24,"['J.C.Staff', 'Geneon Universal Entertainment', 'FUNimation Entertainment', 'Warner Bros.', 'ASCII Media Works', 'Showgate']","['Action', 'Drama', 'Fantasy', 'Romance', 'Supernatural']", TV,2011,7.78
986,Mahoujin Guru Guru,45,['Nippon Animation'],"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']", TV,1994,7.77
987,Fullmetal Alchemist: Brotherhood - 4-Koma Theater,16,"['Bones', 'FUNimation Entertainment', 'Studio Moriken']","['Comedy', 'Fantasy', 'Military', 'Parody']", Special,2009,7.77
988,Dragon Quest: Dai no Daibouken,46,['Toei Animation'],"['Adventure', 'Comedy', 'Demons', 'Fantasy', 'Magic', 'Martial Arts', 'Shounen']", TV,1991,7.77
989,Mitsudomoe,13,"['Aniplex', 'Lantis', 'Bridge', 'Cospa', 'Studio Mausu']","['Comedy', 'School', 'Slice of Life']", TV,2010,7.77
990,Noein: Mou Hitori no Kimi e,24,"['Satelight', 'FUNimation Entertainment', 'Lantis', 'Production Reed', 'Rikuentai', 'Toshiba Entertainment']","['Adventure', 'Drama', 'Sci-Fi', 'Slice of Life']", TV,2005,7.77
991,Sengoku Basara Movie: The Last Party,1,"['Production I.G', 'Dentsu', 'FUNimation Entertainment', 'Shochiku', 'Mainichi Broadcasting', 'Pony Canyon', 'Movic', 'Capcom', 'flying DOG']","['Action', 'Historical', 'Martial Arts', 'Samurai', 'Super Power']", Movie,2011,7.77
992,Mousou Dairinin,13,"['Madhouse', 'Touhouku Shinsha']","['Drama', 'Mystery', 'Police', 'Psychological', 'Supernatural', 'Thriller']", TV,2004,7.77
993,Toaru Majutsu no Index: Endymion no Kiseki,1,"['J.C.Staff', 'Geneon Universal Entertainment', 'Square Enix', 'FUNimation Entertainment', 'AT-X', 'Warner Bros.']","['Action', 'Magic', 'Sci-Fi', 'Super Power']", Movie,2013,7.77
994,Btooom!,12,"['Madhouse', 'Sentai Filmworks', 'The Klock Worx', 'flying DOG', 'Showgate']","['Action', 'Psychological', 'Sci-Fi', 'Seinen']", TV,2012,7.76
995,Free!,12,"['Kyoto Animation', 'Lantis', 'Discotek', 'Animation Do', 'Iwatobi High School Swimming Club']","['Comedy', 'School', 'Slice of Life', 'Sports']", TV,2013,7.76
996,Gakkou no Kaidan,19,"['Studio Pierrot', 'ADV Films', 'Discotek']","['Horror', 'Mystery', 'Supernatural']", TV,2000,7.76
997,Gangsta.,12,"['Bandai Visual', 'Manglobe', 'Frontier Works', 'FUNimation Entertainment']","['Action', 'Drama', 'Seinen']", TV,2015,7.75
998,GetBackers,49,"['Studio Deen', 'ADV Films', 'TBS', 'Kodansha', 'Rondo Robe', 'Rakuonsha', 'Sentai Filmworks']","['Action', 'Comedy', 'Drama', 'Mystery', 'Shounen', 'Super Power', 'Supernatural']", TV,2002,7.76
999,Giant Killing,26,"['Studio Deen', 'NHK']","['Drama', 'Seinen', 'Sports']", TV,2010,7.76
1000,Kekkaishi,52,"['Sunrise', 'Yomiuri Telecasting Corporation', 'Viz Media']","['Adventure', 'Comedy', 'Fantasy', 'Shounen']", TV,2006,7.76
1001,Kiniro no Corda: Primo Passo,25,"['Aniplex', 'Yumeta Company', 'Hakusensha', 'Koei', 'Sentai Filmworks']","['Comedy', 'Drama', 'Harem', 'Magic', 'Music', 'Romance', 'School', 'Shoujo']", TV,2006,7.76
1002,Prince of Tennis: Another Story II - Ano Toki no Bokura,4,"['Production I.G', 'NAS', 'M.S.C']","['Shounen', 'Sports']", OVA,2011,7.76
1003,Seitokai Yakuindomo,13,"['Starchild Records', 'GoHands', 'Dream Force']","['Comedy', 'School', 'Shounen', 'Slice of Life']", TV,2010,7.76
1004,Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,1,"['Production I.G', 'Wit Studio']","['Action', 'Drama', 'Fantasy', 'Shounen', 'Super Power']", Movie,2015,7.76
1005,Toaru Majutsu no Index,24,"['J.C.Staff', 'Geneon Universal Entertainment', 'Square Enix', 'FUNimation Entertainment', 'AT-X', 'ASCII Media Works', 'Kadokawa Contents Gate']","['Action', 'Magic', 'Sci-Fi', 'Super Power']", TV,2008,7.76
1006,Ano Natsu de Matteru,12,"['J.C.Staff', 'Geneon Universal Entertainment', 'Genco', 'AT-X', 'Sentai Filmworks', 'Bushiroad Inc.', 'Showgate']","['Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Shounen', 'Slice of Life']", TV,2012,7.75
1007,Turn A Gundam,50,"['Sunrise', 'Fuji TV']","['Action', 'Adventure', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']", TV,1999,7.77
1008,Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?,1,['Toei Animation'],"['Fantasy', 'Kids', 'Magic', 'Shoujo']", Movie,2010,7.75
1009,Cardcaptor Sakura Movie 1,1,"['Madhouse', 'NHK', 'Kodansha', 'Shelty', 'Nelvana', 'NHK Enterprises', 'Discotek']","['Comedy', 'Drama', 'Fantasy', 'Magic', 'Shoujo']", Movie,1999,7.75
1010,Hanbun no Tsuki ga Noboru Sora,6,"['Group TAC', 'Pony Canyon', 'Right Stuf', 'Crimson Star Media']","['Comedy', 'Drama', 'Romance']", TV,2006,7.75
1011,Black Jack 21,17,['Tezuka Productions'],"['Action', 'Drama']", TV,2006,7.75
1012,Black Jack (TV),61,['Tezuka Productions'],['Drama'], TV,2004,7.75
1013,Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,1,"['Toei Animation', 'FUNimation Entertainment', 'Studio Take Off']","['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']", Movie,1995,7.75
1014,Arakawa Under the Bridge,13,"['Shaft', 'Square Enix', 'Starchild Records', 'Rakuonsha', 'NIS America, Inc.']","['Comedy', 'Romance', 'Seinen']", TV,2010,7.75
1015,Fairy Tail Movie 1: Houou no Miko,1,"['TV Tokyo', 'Satelight', 'Dentsu', 'A-1 Pictures', 'FUNimation Entertainment']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']", Movie,2012,7.75
1016,Inu x Boku SS,12,"['Aniplex', 'Square Enix', 'Mainichi Broadcasting', 'Movic', 'David Production', 'Sentai Filmworks', 'Inu x Boku SS Production Partners']","['Comedy', 'Romance', 'Shounen', 'Supernatural']", TV,2012,7.75
1017,Isshuukan Friends.,12,"['Brains Base', 'NAS', 'Pony Canyon', 'DAX Production', 'Sentai Filmworks', 'TOHO animation']","['Comedy', 'School', 'Shounen', 'Slice of Life']", TV,2014,7.75
1018,Kamisama no Memochou,12,"['J.C.Staff', 'Lantis', 'AT-X', 'Sentai Filmworks', 'Warner Bros.', 'The Klock Worx', 'ASCII Media Works']",['Mystery'], TV,2011,7.75
1019,Love Live! School Idol Project,13,"['Sunrise', 'Lantis', 'NIS America, Inc.']","['Music', 'School', 'Slice of Life']", TV,2013,7.75
1020,Love Stage!!,10,"['J.C.Staff', 'Sentai Filmworks']","['Comedy', 'Romance', 'Shounen Ai']", TV,2014,7.75
1021,Ouritsu Uchuugun: Honneamise no Tsubasa,1,"['Gainax', 'Maiden Japan']","['Action', 'Drama', 'Military', 'Sci-Fi', 'Space']", Movie,1987,7.75
1022,Shinmai Maou no Testament Burst,10,"['Kadokawa Shoten', 'Nippon Columbia', 'Production IMS']","['Action', 'Ecchi', 'Fantasy', 'Harem', 'Romance']", TV,2015,7.75
1023,Toriko,147,"['Toei Animation', 'FUNimation Entertainment', 'Yomiko Advertising', 'Fuji TV']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen']", TV,2011,7.75
1024,Detective Conan: Conan vs. Kid - Shark & Jewel,1,['add some'],"['Adventure', 'Comedy', 'Kids', 'Mystery', 'Police', 'Shounen']", Movie,2005,7.74
1025,Urusei Yatsura Movie 5: Final,1,['Kitty Films'],"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Sci-Fi']", Movie,1988,7.75
1026,Imawa no Kuni no Alice,3,"['Silver Link', 'Connect']","['Action', 'Psychological', 'Shounen', 'Supernatural', 'Thriller']", OVA,2014,7.74
1027,InuYasha: Kagami no Naka no Mugenjo,1,"['Kyoto Animation', 'Viz Media', 'Production Reed']","['Adventure', 'Demons', 'Drama', 'Fantasy', 'Historical', 'Romance', 'Shounen', 'Supernatural']", Movie,2002,7.74
1028,Future GPX Cyber Formula Sin,5,['Sunrise'],"['Drama', 'Sci-Fi', 'Shounen', 'Sports']", OVA,1998,7.74
1029,Bishoujo Senshi Sailor Moon S: Kaguya Hime no Koibito,1,"['Toei Animation', 'Viz Media', 'Production Reed']","['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Romance', 'Shoujo']", Movie,1994,7.74
1030,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,1,"['Sunrise', 'FUNimation Entertainment']","['Action', 'Mecha', 'Military', 'Sci-Fi']", Movie,2012,7.74
1031,Himouto! Umaru-chan,12,"['Doga Kobo', 'Sentai Filmworks']","['Comedy', 'School', 'Slice of Life']", TV,2015,7.74
1032,Kore wa Zombie Desu ka?,12,"['Studio Deen', 'FUNimation Entertainment', 'Kadokawa Shoten', 'AT-X', 'Kadokawa Pictures Japan', 'The Klock Worx', 'flying DOG']","['Action', 'Comedy', 'Ecchi', 'Harem', 'Magic', 'Supernatural']", TV,2011,7.74
1033,Layton Kyouju to Eien no Utahime,1,"['Oriental Light and Magic', 'Viz Media', 'P.A. Works']",['Mystery'], Movie,2009,7.74
1034,Love Stage!! OVA,1,['J.C.Staff'],"['Comedy', 'Romance', 'Shounen Ai']", OVA,2014,7.74
1035,Mobile Police Patlabor,47,"['Sunrise', 'Touhouku Shinsha', 'Central Park Media', 'Maiden Japan']","['Comedy', 'Mecha', 'Police', 'Sci-Fi']", TV,1989,7.74
1036,Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,1,['Brains Base'],"['Drama', 'Fantasy', 'Shoujo', 'Slice of Life', 'Supernatural']", Special,2013,7.74
1037,Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,4,"['Aniplex', 'AIC Build', 'Aniplex of America']","['Comedy', 'Seinen', 'Slice of Life']", Special,2011,7.74
1038,Persona 3 the Movie 3: Falling Down,1,"['Aniplex', 'A-1 Pictures', 'Atlus', 'Aniplex of America']","['Action', 'Fantasy', 'Seinen', 'Supernatural']", Movie,2015,7.74
1039,Shounen Onmyouji,26,"['Studio Deen', 'FUNimation Entertainment']","['Action', 'Demons', 'Fantasy', 'Historical', 'Magic', 'Shoujo', 'Supernatural']", TV,2006,7.74
1040,Tales of Symphonia The Animation: Tethe'alla-hen,4,['ufotable'],"['Action', 'Adventure', 'Fantasy', 'Magic', 'Martial Arts', 'Shounen']", OVA,2010,7.74
1041,Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku Kara,1,"['Sunrise', 'FUNimation Entertainment']","['Action', 'Mecha', 'Military']", Movie,2015,7.73
1042,Air Gear,25,"['Toei Animation', 'Marvelous Entertainment', 'ADV Films', 'FUNimation Entertainment', 'Kodansha']","['Action', 'Comedy', 'Ecchi', 'Shounen', 'Sports']", TV,2006,7.73
1043,Uchuu Senkan Yamato,26,['Academy Productions'],"['Action', 'Adventure', 'Drama', 'Military', 'Sci-Fi', 'Space']", TV,1974,7.74
1044,Towa no Quon 5: Souzetsu no Raifuku,1,"['Bones', 'Sentai Filmworks']",['Supernatural'], Movie,2011,7.74
1045,Sukitte Ii na yo.,13,"['Starchild Records', 'Kodansha', 'Zexcs', 'Magic Capsule', 'Sentai Filmworks', 'Yomiuri Advertising', 'GANSIS']","['Romance', 'School', 'Shoujo']", TV,2012,7.74
1046,Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,12,"['TV Tokyo', 'Geneon Universal Entertainment', 'Manglobe', 'Shogakukan Productions', 'Half H.P Studio', 'Sentai Filmworks', 'UNLIMITED Partners']","['Shounen', 'Supernatural']", TV,2013,7.74
1047,Bishoujo Senshi Sailor Moon R,43,"['Toei Animation', 'TV Asahi', 'Viz Media']","['Demons', 'Magic', 'Romance', 'Shoujo']", TV,1993,7.73
1048,Crayon Shin-chan,  Unknown,"['TV Asahi', 'FUNimation Entertainment', 'Shin-Ei Animation']","['Comedy', 'Ecchi', 'Kids', 'School', 'Shounen', 'Slice of Life']", TV,1992,7.73
1049,Daicon Opening Animations,2,['Gainax'],"['Action', 'Adventure', 'Mecha', 'Music', 'Sci-Fi']", Special,1981,7.73
1050,Non Non Biyori: Okinawa e Ikukoto ni Natta,1,"['Media Factory', 'Silver Link']","['Comedy', 'School', 'Seinen', 'Slice of Life']", OVA,2014,7.68
1051,Perfect Day,1,['Madhouse'],['Music'], Music,2011,7.68
1052,Rakuen Tsuihou: Expelled from Paradise,1,"['Toei Animation', 'Nitroplus', 'Aniplex of America', 'Graphinica']","['Action', 'Mecha', 'Sci-Fi']", Movie,2014,7.68
1053,Slam Dunk: Zenkoku Seiha Da! Sakuragi Hanamichi,1,['Toei Animation'],"['Comedy', 'Drama', 'School', 'Shounen', 'Slice of Life', 'Sports']", Movie,1994,7.68
1054,Aa! Megami-sama! Movie,1,"['Bandai Visual', 'Geneon Universal Entertainment', 'AIC', 'Pony Canyon', 'Kodansha', 'Movic', 'Sega']","['Comedy', 'Magic', 'Romance', 'Seinen', 'Supernatural']", Movie,2000,7.67
1055,Aa! Megami-sama!: Sorezore no Tsubasa Specials,2,"['AIC', 'ADV Films', 'FUNimation Entertainment', 'NYAV Post']","['Comedy', 'Magic', 'Romance', 'Seinen', 'Supernatural']", Special,2007,7.67
1056,Final Fantasy VII: Advent Children - Venice Film Festival Footage,1,['Square Enix'],"['Action', 'Drama', 'Fantasy', 'Sci-Fi']", Movie,2005,7.67
1057,Angel Beats!: Another Epilogue,1,"['Aniplex', 'Key', 'P.A. Works', ""Visual Art's""]","['Drama', 'School', 'Supernatural']", Special,2010,7.67
1058,Boku wa Tomodachi ga Sukunai,12,"['FUNimation Entertainment', 'Media Factory', 'TBS', 'AIC Build', 'Bushiroad Inc.', 'Good Smile Company']","['Comedy', 'Ecchi', 'Harem', 'Romance', 'School', 'Seinen', 'Slice of Life']", TV,2011,7.67
1059,Dragon Ball Z Movie 14: Kami to Kami,1,"['Toei Animation', 'FUNimation Entertainment']","['Action', 'Adventure', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']", Movie,2013,7.67
1060,Girls und Panzer,12,"['Actas', 'Lantis', 'Movic', 'Sentai Filmworks', 'Cyclone Graphics inc']","['Military', 'School']", TV,2012,7.67
1061,Fushigi no Umi no Nadia,39,"['Gainax', 'ADV Films', 'NHK', 'Sogo Vision', 'Sentai Filmworks']","['Adventure', 'Comedy', 'Romance', 'Sci-Fi']", TV,1990,7.67
1062,Juubee Ninpuuchou,1,"['Madhouse', 'Movic', 'Sentai Filmworks']","['Adventure', 'Fantasy', 'Historical', 'Horror', 'Romance', 'Shounen', 'Supernatural']", Movie,1993,7.67
1063,Hello!! Kiniro Mosaic,12,"['Genco', 'Sentai Filmworks', 'Studio Gokumi', 'flying DOG']","['Comedy', 'School', 'Slice of Life']", TV,2015,7.67
1064,Little Busters!,26,"['J.C.Staff', 'Key', 'Sentai Filmworks', 'Warner Bros.']","['Comedy', 'Drama', 'School', 'Slice of Life', 'Supernatural']", TV,2012,7.67
1065,Mardock Scramble: The First Compression,1,"['Aniplex', 'Starchild Records', 'GoHands', 'Sentai Filmworks']","['Action', 'Psychological', 'Sci-Fi']", Movie,2010,7.67
1066,Minami-ke Okaeri,13,['Asread'],"['Comedy', 'Slice of Life']", TV,2009,7.67
1067,New Prince of Tennis Specials,7,"['Production I.G', 'NAS', 'M.S.C']","['Action', 'Comedy', 'Shounen', 'Sports']", Special,2012,7.67
1068,Nijuu Mensou no Musume,22,"['Bones', 'Telecom Animation Film', 'PRA', 'Sakura Create', 'Fuji Pacific Music Publishing']","['Action', 'Adventure', 'Mystery']", TV,2008,7.67
1069,Patalliro!,49,['Toei Animation'],"['Adventure', 'Comedy', 'Romance', 'Shoujo', 'Shounen Ai']", TV,1982,7.67
1070,Katekyo Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview,3,['Artland'],['Comedy'], Special,2010,7.67
1071,Keroro Gunsou Movie 3: Tenkuu Daikessen de Arimasu!,1,"['Sunrise', 'Kadokawa Pictures Japan']","['Comedy', 'Sci-Fi', 'Shounen']", Movie,2008,7.67
1072,Towa no Quon 3: Mugen no Renza,1,"['Bones', 'Sentai Filmworks']",['Supernatural'], Movie,2011,7.67
1073,Sayonara Zetsubou Sensei Special,1,['Shaft'],"['Comedy', 'Parody', 'School']", Special,2012,7.67
1074,Shigofumi,12,"['J.C.Staff', 'Bandai Visual', 'Genco', 'Sentai Filmworks']","['Drama', 'Fantasy', 'Psychological', 'Supernatural', 'Thriller']", TV,2008,7.67
1075,Shugo Chara!,51,"['TV Tokyo', 'Satelight', 'Pony Canyon']","['Comedy', 'Magic', 'School', 'Shoujo']", TV,2007,7.67
1076,R.O.D the TV,26,"['J.C.Staff', 'Aniplex', 'Geneon Universal Entertainment', 'Studio Deen', 'Broccoli', 'Production Reed', 'Aniplex of America', 'Sony Music Entertainment']","['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi', 'Super Power']", TV,2003,7.67
1077,Suzumiya Haruhi-chan no Yuuutsu,25,"['Kyoto Animation', 'FUNimation Entertainment', 'Kadokawa Shoten', 'Bandai Entertainment']","['Comedy', 'Parody']", ONA,2009,7.67
1078,"Yondemasu yo, Azazel-san. (TV)",13,"['Production I.G', 'Right Stuf']","['Comedy', 'Demons', 'Supernatural']", TV,2011,7.67
1079,Prince of Tennis: Atobe's Gift,1,"['Production I.G', 'NAS']","['Comedy', 'Shounen', 'Sports']", Movie,2005,7.67
1080,Hellsing,13,"['Gonzo', 'FUNimation Entertainment', 'Fuji TV', 'Pioneer LDC']","['Action', 'Horror', 'Seinen', 'Supernatural', 'Vampire']", TV,2001,7.66
1081,Hetalia: The Beautiful World Extra Disc,1,"['Studio Deen', 'FUNimation Entertainment']","['Comedy', 'Historical', 'Parody']", Special,2014,7.66
1082,Hokuto no Ken: Raoh Gaiden Gekitou-hen,1,['Toei Animation'],"['Action', 'Adventure', 'Martial Arts', 'Romance']", Movie,2007,7.66
1083,Hottarake no Shima: Haruka to Mahou no Kagami,1,"['Production I.G', 'Dentsu', 'FUNimation Entertainment', 'Pony Canyon', 'Fuji TV', 'Toho Company']",['Fantasy'], Movie,2009,7.66
1084,"One Piece: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura",1,"['Toei Animation', 'Fuji Pacific Music Publishing']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Super Power']", Movie,2008,7.66
1085,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,1,"['Studio Deen', 'Fuji TV', 'Sony Music Entertainment']","['Drama', 'Historical', 'Samurai', 'Shounen']", Movie,1997,7.66
1086,Seto no Hanayome OVA Specials,2,['Gonzo'],"['Comedy', 'Parody', 'School']", Special,2008,7.66
1087,Yozakura Quartet: Hana no Uta,13,['Tatsunoko Productions'],"['Action', 'Comedy', 'Magic', 'Shounen', 'Super Power', 'Supernatural']", TV,2013,7.66
1088,Ayakashi: Japanese Classic Horror,11,"['Toei Animation', 'Geneon Universal Entertainment', 'Fuji TV']","['Fantasy', 'Historical', 'Horror']", TV,2006,7.65
1089,Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,1,"['TV Asahi', 'Asatsu DK', 'Shin-Ei Animation']","['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Shounen']", Movie,2011,7.65
1090,Yozakura Quartet: Tsuki ni Naku,3,['Tatsunoko Productions'],"['Action', 'Comedy', 'Magic', 'Shounen', 'Super Power', 'Supernatural']", OVA,2013,7.66
1091,Casshern Sins,24,"['Madhouse', 'FUNimation Entertainment', 'Tatsunoko Productions', 'Showgate']","['Action', 'Adventure', 'Sci-Fi']", TV,2008,7.65
1092,Fate/stay night: Unlimited Blade Works,1,"['Studio Deen', 'Frontier Works', 'Sentai Filmworks', 'Notes']","['Action', 'Fantasy', 'Magic', 'Supernatural']", Movie,2010,7.65
1093,Gallery Fake,37,"['Aniplex', 'Tokyo Kids', 'Minami Machi Bugyousho', 'Sakura Create']","['Mystery', 'Seinen']", TV,2005,7.65
